percent_race_one_race_asian,percent_race_one_race_black_or_african_american,percent_race_one_race_native_hawaiian_and_other_pacific_islander,geographic_area_name,percent_race_one_race_white,Year,percent_hispanic_or_latino
1.6,2.9,0.0,"Barnstable Town, MA",92.7,2014,2.7
2.0,36.0,0.0,"Baton Rouge, LA",60.1,2014,3.7
2.2,10.7,0.0,"Battle Creek, MI",83.0,2014,4.8
0.5,1.6,0.0,"Bay City, MI",94.5,2014,5.0
2.5,24.7,0.0,"Beaumont, TX",69.4,2014,14.1
0.5,1.8,0.0,"Beaver Dam, WI",93.8,2014,4.6
0.3,7.6,0.0,"Beckley, WV",90.2,2014,1.3
3.9,0.9,0.3,"Bellingham, WA",85.2,2014,8.9
1.3,0.4,0.0,"Bend, OR",93.6,2014,7.8
0.6,0.6,0.1,"Billings, MT",91.9,2014,5.0
3.6,4.3,0.1,"Binghamton, NY",88.6,2014,3.4
1.4,28.5,0.0,"Birmingham, AL",65.9,2014,4.2
0.2,0.4,0.0,"Bismarck, ND",89.2,2014,2.0
3.0,4.7,0.0,"Blacksburg, VA",89.8,2014,2.9
4.4,8.1,0.0,"Bloomington, IL",84.1,2014,4.6
5.6,2.9,0.0,"Bloomington, IN",88.2,2014,2.9
2.0,1.9,0.2,"Bloomsburg, PA",94.1,2014,2.2
0.2,5.1,0.1,"Bluefield, WV",93.1,2014,1.4
2.2,1.0,0.0,"Boise City, ID",91.1,2014,13.2
7.4,7.7,0.0,"Boston, MA",77.3,2014,10.2
4.5,1.0,0.1,"Boulder, CO",88.2,2014,13.8
2.4,6.9,0.5,"Bowling Green, KY",85.4,2014,4.4
1.3,0.4,0.0,"Bozeman, MT",94.9,2014,3.1
0.5,0.5,0.0,"Brainerd, MN",93.0,2014,1.5
0.1,0.5,0.2,"Branson, MO",94.0,2014,4.2
5.0,2.3,0.8,"Bremerton, WA",82.2,2014,7.2
5.2,11.0,0.0,"Bridgeport, CT",73.3,2014,18.7
0.7,0.6,0.0,"Brownsville, TX",94.6,2014,88.7
1.1,21.3,0.0,"Brunswick, GA",70.9,2014,5.1
2.9,12.3,0.1,"Buffalo, NY",79.9,2014,4.6
1.5,17.9,0.0,"Burlington, NC",72.8,2014,12.1
2.6,1.6,0.0,"Burlington, VT",92.7,2014,2.1
2.8,14.3,0.0,"California, MD",79.3,2014,4.7
0.7,6.4,0.0,"Canton, OH",89.3,2014,1.8
1.6,8.9,0.1,"Cape Coral, FL",85.1,2014,19.6
1.0,8.8,0.1,"Cape Girardeau, MO",87.6,2014,2.3
2.3,9.5,0.0,"Carbondale, IL",85.1,2014,3.3
4.7,0.4,0.0,"Carson City, NV",76.6,2014,22.9
1.0,1.9,0.0,"Casper, WY",92.5,2014,8.1
2.0,4.3,0.0,"Cedar Rapids, IA",90.8,2014,2.7
0.8,1.0,0.0,"Centralia, WA",92.7,2014,9.7
0.5,4.8,0.0,"Chambersburg, PA",93.2,2014,5.0
8.3,11.2,0.0,"Champaign, IL",77.0,2014,5.1
0.9,6.8,0.0,"Charleston, WV",89.6,2014,0.4
1.2,3.3,0.5,"Charleston, IL",93.6,2014,2.0
1.9,26.3,0.0,"Charleston, SC",67.7,2014,5.3
3.2,22.1,0.0,"Charlotte, NC",68.1,2014,9.7
4.0,13.6,0.0,"Charlottesville, VA",78.2,2014,4.7
1.5,13.9,0.1,"Chattanooga, TN",80.9,2014,4.1
1.0,3.3,0.0,"Cheyenne, WY",84.9,2014,14.3
6.3,16.8,0.0,"Chicago, IL",66.3,2014,21.7
4.1,1.6,0.1,"Chico, CA",81.9,2014,15.5
0.7,6.4,0.0,"Chillicothe, OH",89.9,2014,1.1
2.2,12.3,0.0,"Cincinnati, OH",82.2,2014,2.9
2.2,0.8,0.2,"Claremont, NH",94.6,2014,1.5
N,N,N,"Clarksburg, WV",N,2014,1.4
1.9,19.3,0.1,"Clarksville, TN",71.9,2014,8.6
0.9,2.3,0.0,"Clearlake, CA",78.0,2014,19.1
0.8,4.5,0.0,"Cleveland, TN",91.7,2014,4.8
2.2,20.0,0.0,"Cleveland, OH",73.9,2014,5.3
0.8,0.7,0.3,"Coeur d'Alene, ID",94.5,2014,4.3
5.0,11.6,0.0,"College Station, TX",73.9,2014,23.4
2.8,5.6,0.2,"Colorado Springs, CO",79.6,2014,15.9
3.9,8.9,0.0,"Columbia, MO",81.5,2014,3.2
2.0,33.0,0.1,"Columbia, SC",60.4,2014,5.2
1.7,40.0,0.2,"Columbus, GA",51.6,2014,6.8
5.3,2.2,0.0,"Columbus, IN",85.9,2014,6.4
3.6,14.6,0.0,"Columbus, OH",77.4,2014,3.8
1.9,1.2,0.0,"Concord, NH",94.4,2014,1.9
0.7,2.1,0.1,"Cookeville, TN",95.3,2014,4.4
1.8,0.9,0.2,"Coos Bay, OR",87.5,2014,6.0
1.6,1.5,0.0,"Corning, NY",95.0,2014,1.6
2.0,3.6,0.0,"Corpus Christi, TX",89.1,2014,59.6
6.6,0.7,0.3,"Corvallis, OR",87.6,2014,7.0
2.3,8.5,0.4,"Crestview, FL",79.9,2014,7.9
N,N,N,"Cullman, AL",N,2014,4.4
0.6,6.4,0.0,"Cumberland, MD",90.5,2014,1.8
5.9,15.2,0.1,"Dallas, TX",70.3,2014,28.2
1.2,3.6,0.0,"Dalton, GA",90.5,2014,28.0
0.2,15.0,0.0,"Danville, IL",82.7,2014,4.7
0.8,32.5,0.0,"Danville, VA",62.5,2014,2.8
0.3,9.8,0.0,"Daphne, AL",86.5,2014,4.6
1.8,7.1,0.1,"Davenport, IA",86.0,2014,8.3
2.1,15.7,0.0,"Dayton, OH",78.8,2014,2.5
0.3,13.4,0.0,"Decatur, AL",81.7,2014,6.2
1.4,13.6,0.0,"Decatur, IL",78.6,2014,2.1
1.9,10.6,0.0,"Deltona, FL",83.8,2014,11.8
3.9,5.6,0.1,"Denver, CO",82.3,2014,22.8
3.6,5.0,0.1,"Des Moines, IA",88.4,2014,7.1
3.9,22.4,0.0,"Detroit, MI",69.9,2014,4.2
1.5,23.2,0.0,"Dothan, AL",73.0,2014,3.3
2.5,23.7,0.0,"Dover, DE",67.6,2014,6.9
0.4,2.9,0.0,"DuBois, PA",95.0,2014,2.9
1.4,2.6,0.8,"Dubuque, IA",93.8,2014,2.2
0.9,1.5,0.1,"Duluth, MN",92.0,2014,1.4
1.3,20.5,0.1,"Dunn, NC",69.0,2014,11.9
4.4,27.4,0.0,"Durham, NC",61.0,2014,11.3
2.1,13.7,0.0,"East Stroudsburg, PA",79.2,2014,14.6
3.2,1.1,0.2,"Eau Claire, WI",93.5,2014,1.7
1.5,2.2,0.1,"El Centro, CA",67.4,2014,82.3
1.5,30.9,0.3,"Elizabeth City, NC",65.2,2014,3.4
1.8,9.4,0.1,"Elizabethtown, KY",82.9,2014,5.6
1.1,5.1,0.1,"Elkhart, IN",85.7,2014,15.1
2.1,5.4,0.0,"Elmira, NY",87.9,2014,2.9
1.1,3.8,0.1,"El Paso, TX",83.6,2014,81.2
1.5,6.8,0.1,"Erie, PA",87.1,2014,3.8
2.4,1.0,0.1,"Eugene, OR",88.6,2014,8.3
2.5,1.6,0.0,"Eureka, CA",80.0,2014,10.8
1.3,7.0,0.1,"Evansville, IN",88.5,2014,2.2
2.5,4.6,0.6,"Fairbanks, AK",75.8,2014,7.7
2.3,3.5,0.0,"Fargo, ND",90.2,2014,2.9
1.9,4.6,0.1,"Faribault, MN",91.1,2014,7.8
N,N,N,"Farmington, MO",N,2014,1.4
0.7,0.1,0.0,"Farmington, NM",53.3,2014,19.5
2.5,35.9,0.3,"Fayetteville, NC",51.6,2014,11.2
2.8,2.2,1.1,"Fayetteville, AR",85.2,2014,15.6
2.1,1.5,0.0,"Findlay, OH",93.2,2014,5.0
2.2,1.6,0.1,"Flagstaff, AZ",63.9,2014,13.9
1.1,20.0,0.0,"Flint, MI",75.1,2014,3.2
1.2,41.5,0.0,"Florence, SC",55.1,2014,2.2
0.6,11.2,0.0,"Florence, AL",84.2,2014,2.5
1.3,1.4,0.0,"Fond du Lac, WI",93.7,2014,4.9
N,N,N,"Forest City, NC",N,2014,4.1
1.9,1.0,0.4,"Fort Collins, CO",91.1,2014,11.1
2.2,4.5,0.0,"Fort Smith, AR",80.2,2014,9.3
3.3,9.7,0.0,"Fort Wayne, IN",81.3,2014,6.3
1.2,7.7,0.0,"Frankfort, KY",88.4,2014,2.1
10.0,5.2,0.3,"Fresno, CA",60.5,2014,51.9
0.7,15.6,0.1,"Gadsden, AL",81.0,2014,3.7
5.3,18.9,0.1,"Gainesville, FL",70.9,2014,9.1
1.7,7.9,0.0,"Gainesville, GA",81.9,2014,27.5
1.0,0.3,0.1,"Gallup, NM",16.8,2014,14.0
0.5,1.7,0.0,"Gettysburg, PA",91.6,2014,6.6
0.7,2.1,0.0,"Glens Falls, NY",94.7,2014,2.4
1.4,0.9,0.0,"Glenwood Springs, CO",89.4,2014,26.4
1.4,32.3,0.0,"Goldsboro, NC",57.0,2014,11.1
1.7,2.7,0.0,"Grand Forks, ND",90.0,2014,4.5
1.0,2.0,0.0,"Grand Island, NE",94.6,2014,19.7
0.8,0.7,0.1,"Grand Junction, CO",93.9,2014,14.1
2.4,6.5,0.0,"Grand Rapids, MI",84.4,2014,9.1
0.5,0.9,0.0,"Grants Pass, OR",90.2,2014,7.0
1.1,1.4,0.1,"Great Falls, MT",89.4,2014,4.1
1.1,1.0,0.0,"Greeley, CO",89.2,2014,28.8
2.7,1.8,0.0,"Green Bay, WI",87.4,2014,6.9
N,N,N,"Greeneville, TN",N,2014,2.8
2.2,1.5,0.0,"Greenfield Town, MA",93.4,2014,3.8
3.2,26.5,0.1,"Greensboro, NC",65.0,2014,8.1
1.6,34.1,0.0,"Greenville, NC",57.5,2014,5.9
1.5,16.7,0.0,"Greenville, SC",78.3,2014,6.5
0.4,30.7,0.0,"Greenwood, SC",64.5,2014,4.4
N,N,N,"Guayama, PR",N,2014,99.4
2.0,21.5,0.0,"Gulfport, MS",71.9,2014,5.2
1.1,8.6,0.0,"Hagerstown, MD",85.6,2014,4.1
0.7,29.1,0.0,"Hammond, LA",67.4,2014,3.9
3.5,6.4,0.3,"Hanford, CA",62.5,2014,53.2
3.3,10.2,0.0,"Harrisburg, PA",82.2,2014,5.6
1.7,4.9,0.0,"Harrisonburg, VA",89.9,2014,11.1
4.5,11.0,0.1,"Hartford, CT",76.8,2014,14.0
0.4,29.3,0.0,"Hattiesburg, MS",67.6,2014,2.7
0.5,0.4,0.0,"Helena, MT",93.8,2014,2.9
0.4,0.7,0.2,"Hermiston, OR",81.1,2014,28.1
2.7,7.1,0.1,"Hickory, NC",84.1,2014,6.5
23.2,0.8,12.8,"Hilo, HI",33.6,2014,12.3
1.4,21.7,0.1,"Hilton Head Island, SC",72.3,2014,12.0
1.7,37.9,0.7,"Hinesville, GA",50.5,2014,12.6
0.0,4.6,0.0,"Hobbs, NM",88.3,2014,55.7
0.6,1.7,0.0,"Holland, MI",94.9,2014,7.1
1.3,3.3,0.0,"Homosassa Springs, FL",92.5,2014,5.2
0.8,8.5,0.0,"Hot Springs, AR",85.9,2014,5.3
1.0,16.8,0.0,"Houma, LA",75.2,2014,4.7
7.3,17.2,0.1,"Houston, TX",65.8,2014,36.3
0.6,2.8,0.0,"Huntington, WV",94.9,2014,0.8
2.0,21.6,0.1,"Huntsville, AL",71.3,2014,4.9
0.4,19.8,0.0,"Huntsville, TX",76.3,2014,16.5
0.6,2.7,0.0,"Hutchinson, KS",93.3,2014,9.0
0.8,0.5,0.1,"Idaho Falls, ID",89.5,2014,11.9
0.8,2.9,0.0,"Indiana, PA",94.0,2014,1.4
2.8,14.7,0.1,"Indianapolis, IN",78.0,2014,6.4
5.2,5.0,0.0,"Iowa City, IA",85.4,2014,5.5
10.3,4.9,0.0,"Ithaca, NY",80.7,2014,4.7
0.9,8.2,0.0,"Jackson, MI",87.7,2014,3.4
1.1,49.1,0.0,"Jackson, MS",48.0,2014,2.3
0.8,30.9,0.0,"Jackson, TN",65.2,2014,4.1
3.7,21.8,0.0,"Jacksonville, FL",70.5,2014,7.9
0.6,17.3,0.1,"Jacksonville, NC",72.5,2014,12.1
0.3,2.2,0.0,"Jamestown, NY",93.1,2014,7.0
1.0,4.4,0.0,"Janesville, WI",90.3,2014,8.2
0.8,7.5,0.0,"Jefferson City, MO",86.1,2014,2.3
0.7,3.3,0.0,"Johnson City, TN",94.2,2014,2.9
0.5,3.4,0.0,"Johnstown, PA",93.9,2014,1.5
0.9,12.0,0.5,"Jonesboro, AR",83.1,2014,4.3
1.4,2.3,0.0,"Joplin, MO",90.8,2014,6.7
28.0,1.0,11.1,"Kahului, HI",35.2,2014,11.0
2.1,8.9,0.1,"Kalamazoo, MI",82.8,2014,6.1
0.9,0.2,0.0,"Kalispell, MT",95.2,2014,2.7
1.2,14.9,0.0,"Kankakee, IL",80.0,2014,9.9
2.6,12.5,0.1,"Kansas City, MO",78.5,2014,8.7
31.8,0.9,10.2,"Kapaa, HI",32.7,2014,10.8
1.5,0.9,0.0,"Keene, NH",95.3,2014,1.7
2.4,1.9,0.1,"Kennewick, WA",78.5,2014,30.5
1.0,6.6,0.0,"Key West, FL",89.9,2014,22.4
2.7,19.4,0.6,"Killeen, TX",65.6,2014,22.3
0.5,1.9,0.0,"Kingsport, TN",95.1,2014,1.4
2.2,5.8,0.0,"Kingston, NY",86.2,2014,9.8
0.9,0.4,0.1,"Klamath Falls, OR",89.6,2014,11.9
1.5,5.9,0.0,"Knoxville, TN",89.9,2014,3.4
0.4,7.5,0.0,"Kokomo, IN",87.8,2014,3.1
3.8,0.9,0.1,"La Crosse, WI",92.4,2014,1.7
1.5,25.1,0.0,"Lafayette, LA",71.1,2014,3.7
6.5,3.9,0.0,"Lafayette, IN",86.1,2014,7.3
1.9,35.3,0.0,"LaGrange, GA",59.0,2014,3.7
1.4,24.5,0.0,"Lake Charles, LA",71.4,2014,3.0
0.5,18.0,0.1,"Lake City, FL",77.2,2014,5.6
1.2,1.2,0.0,"Lake Havasu City, AZ",90.4,2014,15.8
1.6,15.2,0.1,"Lakeland, FL",78.3,2014,19.6
2.1,4.4,0.0,"Lancaster, PA",87.8,2014,9.8
4.1,9.0,0.0,"Lansing, MI",81.2,2014,6.5
0.6,0.4,0.0,"Laredo, TX",94.4,2014,95.2
1.2,1.9,0.0,"Las Cruces, NM",88.5,2014,66.8
9.3,11.1,0.7,"Las Vegas, NV",62.5,2014,30.3
N,N,N,"Laurel, MS",N,2014,1.1
5.3,4.4,0.0,"Lawrence, KS",83.5,2014,5.8
2.0,16.4,0.7,"Lawton, OK",63.9,2014,12.3
0.9,2.3,0.0,"Lebanon, PA",87.9,2014,11.4
1.3,0.4,0.2,"Lewiston, ID",90.7,2014,3.1
0.9,1.8,0.0,"Lewiston, ME",92.1,2014,1.7
2.5,10.8,0.1,"Lexington, KY",81.2,2014,5.9
0.6,12.2,0.0,"Lima, OH",83.2,2014,2.8
4.2,3.9,0.0,"Lincoln, NE",88.0,2014,6.4
1.4,23.0,0.0,"Little Rock, AR",72.4,2014,5.0
2.5,0.2,0.4,"Logan, UT",90.7,2014,10.2
0.3,1.3,0.0,"London, KY",96.8,2014,1.4
0.9,18.1,0.0,"Longview, TX",77.7,2014,15.7
1.4,0.6,0.4,"Longview, WA",90.6,2014,8.4
15.5,6.6,0.3,"Los Angeles, CA",55.0,2014,45.1
1.8,14.2,0.1,"Louisville/Jefferson County, KY",80.5,2014,4.4
1.9,7.3,0.0,"Lubbock, TX",77.6,2014,34.3
0.3,16.3,0.0,"Lufkin, TX",79.4,2014,21.2
0.7,24.5,0.0,"Lumberton, NC",30.3,2014,8.1
1.5,17.6,0.0,"Lynchburg, VA",78.4,2014,2.4
1.5,43.7,0.0,"Macon, GA",53.3,2014,2.8
2.5,3.5,0.1,"Madera, CA",80.0,2014,56.1
4.7,4.2,0.0,"Madison, WI",85.7,2014,5.6
3.6,2.3,0.0,"Manchester, NH",90.6,2014,6.0
3.6,4.5,0.7,"Manhattan, KS",85.6,2014,7.4
N,N,N,"Manitowoc, WI",N,2014,3.5
1.9,2.7,0.1,"Mankato, MN",92.6,2014,3.5
0.6,5.6,0.0,"Mansfield, OH",87.4,2014,1.7
0.5,0.6,0.0,"Marinette, WI",95.9,2014,1.6
0.8,8.2,0.0,"Marion, IN",88.4,2014,4.0
0.4,5.7,0.1,"Marion, OH",90.9,2014,2.4
0.9,2.3,0.1,"Marquette, MI",93.4,2014,1.5
0.4,23.3,0.0,"Marshall, TX",67.9,2014,12.3
0.4,26.6,0.0,"Martinsville, VA",67.6,2014,4.3
0.0,3.5,0.0,"Mayag?ez, PR",38.5,2014,99.3
1.0,0.6,0.0,"McAllen, TX",92.6,2014,91.2
0.2,2.0,0.0,"Meadville, PA",95.8,2014,1.2
1.4,0.4,0.1,"Medford, OR",91.8,2014,12.0
1.9,46.0,0.1,"Memphis, TN",47.7,2014,5.2
7.3,3.4,0.1,"Merced, CA",60.7,2014,57.5
0.8,42.4,0.0,"Meridian, MS",55.3,2014,1.8
2.5,21.4,0.0,"Miami, FL",71.6,2014,43.3
0.4,11.5,0.0,"Michigan City, IN",82.6,2014,6.1
2.3,1.4,0.1,"Midland, MI",93.7,2014,2.5
1.8,6.1,0.1,"Midland, TX",82.8,2014,42.9
3.4,16.7,0.0,"Milwaukee, WI",74.3,2014,10.2
6.3,7.8,0.0,"Minneapolis, MN",80.2,2014,5.6
1.4,3.8,0.0,"Minot, ND",89.4,2014,4.6
0.9,0.3,0.0,"Missoula, MT",92.5,2014,3.1
2.1,35.3,0.0,"Mobile, AL",59.1,2014,2.8
5.5,2.4,0.7,"Modesto, CA",76.3,2014,44.1
0.9,35.7,0.0,"Monroe, LA",61.7,2014,2.5
0.8,2.1,0.0,"Monroe, MI",94.5,2014,3.4
1.6,44.6,0.0,"Montgomery, AL",51.4,2014,3.1
0.8,5.8,0.0,"Morehead City, NC",89.7,2014,4.3
2.3,3.6,0.0,"Morgantown, WV",91.2,2014,1.9
0.4,3.1,0.0,"Morristown, TN",89.8,2014,7.5
1.1,0.6,0.1,"Moses Lake, WA",75.7,2014,39.9
0.4,4.5,0.0,"Mount Airy, NC",92.4,2014,10.1
1.2,2.5,0.0,"Mount Pleasant, MI",88.2,2014,3.7
2.3,0.6,0.9,"Mount Vernon, WA",82.9,2014,17.8
1.6,7.5,0.0,"Muncie, IN",88.8,2014,2.1
0.7,13.0,0.0,"Muskegon, MI",80.9,2014,5.3
1.1,11.2,0.0,"Muskogee, OK",59.8,2014,5.7
1.0,13.4,0.0,"Myrtle Beach, SC",80.8,2014,5.7
1.8,18.8,0.0,"Nacogdoches, TX",76.5,2014,18.5
8.3,2.3,0.0,"Napa, CA",72.3,2014,33.7
1.3,7.1,0.0,"Naples, FL",85.3,2014,26.7
2.4,15.3,0.1,"Nashville, TN",77.6,2014,6.8
1.7,22.3,0.1,"New Bern, NC",70.4,2014,6.1
N,N,N,"New Castle, PA",N,2014,1.2
3.7,12.8,0.0,"New Haven, CT",74.5,2014,16.8
2.9,34.6,0.0,"New Orleans, LA",58.6,2014,8.5
0.9,1.1,0.0,"New Philadelphia, OH",96.8,2014,2.4
10.7,17.2,0.0,"New York, NY",58.3,2014,23.8
2.0,15.3,0.0,"Niles, MI",79.3,2014,5.1
1.8,6.7,0.1,"North Port, FL",88.6,2014,12.0
N,N,N,"North Wilkesboro, NC",N,2014,5.8
4.0,6.0,0.0,"Norwich, CT",80.9,2014,9.9
4.2,3.2,0.1,"Oak Harbor, WA",84.3,2014,7.1
1.3,12.2,0.1,"Ocala, FL",81.4,2014,11.9
1.0,5.2,0.1,"Ocean City, NJ",89.8,2014,7.3
0.9,4.7,0.0,"Odessa, TX",79.7,2014,57.5
1.7,1.1,0.3,"Ogden, UT",90.1,2014,12.2
1.0,2.0,0.1,"Ogdensburg, NY",92.8,2014,2.2
3.3,10.5,0.1,"Oklahoma City, OK",74.2,2014,12.2
1.0,2.0,0.0,"Olean, NY",91.9,2014,2.0
6.1,2.9,1.1,"Olympia, WA",81.8,2014,8.4
2.4,7.7,0.1,"Omaha, NE",85.0,2014,9.7
N,N,N,"Opelousas, LA",N,2014,1.9
1.2,61.8,0.0,"Orangeburg, SC",34.1,2014,2.1
4.2,16.3,0.1,"Orlando, FL",71.5,2014,27.9
2.1,2.4,0.1,"Oshkosh, WI",92.3,2014,3.9
0.7,1.5,0.0,"Ottawa, IL",94.5,2014,8.4
0.6,3.3,0.0,"Owensboro, KY",92.5,2014,2.5
0.7,0.5,0.1,"Owosso, MI",96.9,2014,2.9
7.1,1.6,0.2,"Oxnard, CA",80.6,2014,42.0
0.5,8.9,0.0,"Paducah, KY",88.3,2014,2.3
0.6,16.9,0.0,"Palatka, FL",79.2,2014,9.6
2.5,10.7,0.1,"Palm Bay, FL",82.8,2014,9.3
2.0,10.7,0.2,"Panama City, FL",81.6,2014,5.7
0.5,2.1,0.0,"Parkersburg, WV",95.6,2014,0.4
3.0,16.5,0.1,"Pensacola, FL",74.8,2014,5.4
2.1,9.1,0.0,"Peoria, IL",84.9,2014,3.4
5.6,20.9,0.0,"Philadelphia, PA",67.7,2014,8.8
3.8,5.1,0.2,"Phoenix, AZ",79.2,2014,30.2
0.8,49.0,0.0,"Pine Bluff, AR",49.5,2014,2.7
1.2,14.1,0.0,"Pinehurst, NC",82.5,2014,6.3
2.1,8.3,0.1,"Pittsburgh, PA",87.1,2014,1.6
1.5,3.5,0.0,"Pittsfield, MA",90.8,2014,4.1
1.6,3.8,0.0,"Plattsburgh, NY",90.7,2014,2.8
1.4,0.6,0.2,"Pocatello, ID",91.0,2014,8.0
0.1,5.1,0.0,"Ponce, PR",72.7,2014,99.7
1.2,0.7,0.1,"Port Angeles, WA",87.9,2014,5.8
1.5,1.9,0.0,"Portland, ME",94.0,2014,1.8
6.1,2.7,0.5,"Portland, OR",81.4,2014,11.5
1.4,14.7,0.0,"Port St. Lucie, FL",78.3,2014,16.0
1.2,2.2,0.0,"Portsmouth, OH",94.8,2014,1.2
0.6,2.8,0.0,"Pottsville, PA",93.9,2014,3.6
1.0,0.6,0.0,"Prescott, AZ",91.1,2014,14.2
2.9,5.8,0.0,"Providence, RI",82.8,2014,11.6
1.3,0.7,0.6,"Provo, UT",92.3,2014,11.0
0.8,2.1,0.0,"Pueblo, CO",77.0,2014,42.5
1.5,5.2,0.0,"Punta Gorda, FL",90.2,2014,6.7
0.6,4.0,0.3,"Quincy, IL",93.7,2014,1.4
1.0,11.1,0.0,"Racine, WI",80.5,2014,12.5
5.2,19.8,0.0,"Raleigh, NC",68.4,2014,10.4
1.0,1.3,0.1,"Rapid City, SD",84.9,2014,4.7
1.5,5.2,0.0,"Reading, PA",81.8,2014,18.7
2.2,1.2,0.1,"Redding, CA",87.1,2014,9.4
5.0,2.2,0.6,"Reno, NV",81.7,2014,23.4
0.2,6.7,0.0,"Richmond, IN",90.5,2014,2.7
3.8,29.7,0.0,"Richmond, VA",62.1,2014,5.7
0.6,4.8,0.0,"Richmond, KY",92.5,2014,1.9
6.6,7.2,0.3,"Riverside, CA",62.1,2014,49.4
2.1,13.4,0.0,"Roanoke, VA",80.4,2014,3.6
0.6,54.4,0.0,"Roanoke Rapids, NC",39.2,2014,3.8
4.7,4.1,0.0,"Rochester, MN",88.8,2014,4.1
2.6,11.6,0.0,"Rochester, NY",81.2,2014,6.8
2.1,11.1,0.1,"Rockford, IL",80.3,2014,13.4
0.5,45.4,0.0,"Rocky Mount, NC",47.2,2014,5.7
0.3,17.0,0.0,"Rome, GA",75.9,2014,10.3
1.1,0.7,0.3,"Roseburg, OR",92.9,2014,5.2
0.4,2.3,0.1,"Roswell, NM",75.4,2014,54.9
0.4,3.8,0.0,"Russellville, AR",90.6,2014,9.9
13.0,7.3,0.8,"Sacramento, CA",65.8,2014,21.0
1.4,18.4,0.0,"Saginaw, MI",74.7,2014,8.1
1.9,3.5,0.0,"St. Cloud, MN",91.8,2014,2.8
0.7,0.9,1.0,"St. George, UT",92.8,2014,10.0
0.6,6.3,0.0,"St. Joseph, MO",89.2,2014,4.9
2.3,18.3,0.1,"St. Louis, MO",76.4,2014,2.8
N,N,N,"Salem, OH",N,2014,1.5
1.9,1.1,0.7,"Salem, OR",82.3,2014,23.2
6.0,2.6,0.4,"Salinas, CA",77.2,2014,57.4
1.8,18.4,0.1,"Salisbury, MD",76.9,2014,6.9
3.6,1.7,1.6,"Salt Lake City, UT",81.5,2014,17.5
1.0,3.7,0.0,"San Angelo, TX",83.6,2014,37.9
2.3,6.7,0.0,"San Antonio, TX",80.8,2014,54.7
11.6,5.0,0.4,"San Diego, CA",70.9,2014,33.2
0.6,8.7,0.0,"Sandusky, OH",86.3,2014,4.0
24.7,7.6,0.7,"San Francisco, CA",51.9,2014,21.9
0.0,4.0,0.0,"San Germ?n, PR",65.2,2014,99.6
33.5,2.5,0.4,"San Jose, CA",49.0,2014,27.5
0.2,10.1,0.0,"San Juan, PR",71.4,2014,99.1
4.1,2.0,0.0,"San Luis Obispo, CA",87.3,2014,22.0
4.5,0.9,0.1,"Santa Cruz, CA",80.4,2014,33.2
1.4,0.8,0.0,"Santa Fe, NM",81.3,2014,51.3
4.8,1.9,0.3,"Santa Maria, CA",77.0,2014,44.4
3.9,1.5,0.4,"Santa Rosa, CA",75.2,2014,26.1
2.8,33.6,0.1,"Savannah, GA",58.6,2014,5.6
1.4,4.0,0.1,"Scranton, PA",91.4,2014,7.6
0.6,4.4,0.2,"Searcy, AR",90.4,2014,4.2
12.5,5.5,0.8,"Seattle, WA",71.5,2014,9.6
1.2,9.2,0.0,"Sebastian, FL",86.1,2014,11.9
1.6,9.1,0.1,"Sebring, FL",79.3,2014,18.4
1.1,7.5,0.0,"Seneca, SC",87.5,2014,4.8
1.1,0.5,0.0,"Sevierville, TN",94.2,2014,5.6
0.2,3.3,0.0,"Shawnee, OK",75.8,2014,4.9
5.3,1.3,0.1,"Sheboygan, WI",89.7,2014,6.0
0.5,21.1,0.0,"Shelby, NC",76.3,2014,3.1
1.0,5.7,0.2,"Sherman, TX",87.3,2014,12.6
0.7,0.8,0.1,"Show Low, AZ",48.3,2014,11.1
1.0,38.8,0.3,"Shreveport, LA",56.6,2014,3.7
2.0,3.7,0.0,"Sierra Vista, AZ",83.6,2014,34.6
1.8,2.5,0.0,"Sioux City, IA",87.4,2014,14.8
1.6,3.6,0.0,"Sioux Falls, SD",89.4,2014,4.1
0.3,2.5,0.0,"Somerset, PA",95.4,2014,1.4
1.7,11.3,0.1,"South Bend, IN",81.8,2014,7.4
2.0,21.9,0.0,"Spartanburg, SC",72.9,2014,5.9
2.0,1.6,0.4,"Spokane, WA",89.0,2014,5.0
1.5,11.9,0.2,"Springfield, IL",83.0,2014,2.1
3.0,7.0,0.0,"Springfield, MA",81.7,2014,18.6
1.3,2.5,0.1,"Springfield, MO",92.7,2014,3.0
0.8,7.9,0.1,"Springfield, OH",86.3,2014,3.1
5.7,4.4,0.0,"State College, PA",87.8,2014,2.9
1.7,28.7,0.1,"Statesboro, GA",66.7,2014,3.7
0.3,7.2,0.0,"Staunton, VA",89.5,2014,3.1
3.2,1.0,0.0,"Stevens Point, WI",93.9,2014,3.0
4.2,4.0,0.2,"Stillwater, OK",81.2,2014,4.5
15.4,7.3,0.6,"Stockton, CA",55.2,2014,40.5
1.2,47.0,0.0,"Sumter, SC",49.6,2014,3.8
N,N,N,"Sunbury, PA",N,2014,3.1
2.8,8.4,0.0,"Syracuse, NY",84.5,2014,3.9
0.1,33.2,0.0,"Talladega, AL",64.3,2014,2.0
2.7,33.7,0.1,"Tallahassee, FL",61.5,2014,6.3
3.2,12.0,0.1,"Tampa, FL",78.4,2014,17.7
1.1,4.7,0.0,"Terre Haute, IN",90.4,2014,1.8
