total_estimate_educational_attainment_population_25_years_and_over,percent_below_poverty_level_estimate_age_65_years_and_over,"percent_below_poverty_level_estimate_worked_full-time,_year-round_in_the_past_12_months",total_estimate_age_18_to_64_years,total_estimate_employment_status_civilian_labor_force_16_years_and_over,total_estimate_population_for_whom_poverty_status_is_determined,percent_below_poverty_level_estimate_age_under_18_years,percent_below_poverty_level_estimate_population_for_whom_poverty_status_is_determined,total_estimate_sex_female,total_estimate_work_experience_population_16_years_and_over,total_estimate_mean_income_deficit_for_unrelated_individuals_(dollars),total_estimate_age_under_18_years,total_estimate_sex_male,total_estimate_age_65_years_and_over,percent_below_poverty_level_estimate_age_18_to_64_years,Year,city_name
227837,9.3,1.6,210559,176476,343388,25.8,18.2,174858,269086,6691.0,85761,168530,47068,17.1,2011,"Rockford, IL"
99296,15.9,1.4,91149,76101,148717,33.5,21.7,78948,116997,4956.0,36282,69769,21286,18.4,2011,"Rocky Mount, NC"
61661,8.4,3.4,55692,43504,91389,28.2,19.7,46710,72131,6180.0,21796,44679,13901,19.1,2011,"Rome, GA"
77365,5.6,10.0,62410,45717,106274,25.3,17.0,53753,88287,5454.0,21186,52521,22678,18.4,2011,"Roseburg, OR"
39764,10.0,5.0,37840,30439,63575,31.8,21.3,32311,48077,7282.0,16610,31264,9125,19.4,2011,"Roswell, NM"
54624,7.4,16.2,50400,37169,80879,32.3,22.5,39201,64705,5536.0,18582,41678,11897,22.4,2011,"Russellville, AR"
1398766,8.3,2.5,1352552,1076767,2140541,21.5,16.1,1094989,1677011,6482.0,524137,1045552,263852,15.6,2011,"Sacramento, CA"
129446,7.9,9.7,118623,92023,193658,30.6,19.4,100171,153360,6568.0,45336,93487,29699,18.0,2011,"Saginaw, MI"
115541,9.7,2.0,115913,102796,181943,14.2,13.9,90455,142445,6474.0,43768,91488,22262,14.6,2011,"St. Cloud, MN"
84930,2.4,6.1,72676,60024,139805,25.2,15.6,70254,101101,8507.0,41871,69551,25258,14.6,2011,"St. George, UT"
81285,8.0,7.7,74415,64280,119686,18.0,15.2,60816,94963,5462.0,27699,58870,17572,15.8,2011,"St. Joseph, MO"
1867508,7.1,2.9,1739370,1466269,2757578,19.9,13.7,1424635,2180931,6425.0,652268,1332943,365940,12.7,2011,"St. Louis, MO"
247630,7.9,1.4,231343,180982,383195,29.1,19.5,195966,294438,7317.0,99669,187229,52183,18.0,2011,"Salem, OR"
246142,9.2,2.4,243179,190241,398004,24.5,17.4,201051,299109,6705.0,110774,196953,44051,15.6,2011,"Salinas, CA"
74757,9.9,2.2,72645,57482,113715,23.2,19.3,59958,91345,7656.0,24741,53757,16329,20.0,2011,"Salisbury, MD"
90841,8.4,1.9,82511,62564,133393,31.0,19.2,68163,104604,7816.0,31591,65230,19291,17.2,2011,"Salisbury, NC"
685812,5.5,2.6,701147,597342,1130488,18.4,13.9,563912,829895,6572.0,331498,566576,97843,13.0,2011,"Salt Lake City, UT"
70066,9.7,11.8,66249,53740,107276,24.2,17.6,55992,83759,5376.0,26039,51284,14988,16.8,2011,"San Angelo, TX"
1364754,10.0,2.8,1336044,1044657,2151154,23.8,16.6,1100687,1636591,6538.0,578571,1050467,236539,14.6,2011,"San Antonio, TX"
2015091,9.0,2.9,1986336,1543656,3060079,19.1,15.1,1544997,2428955,7275.0,717973,1515082,355770,14.8,2011,"San Diego, CA"
53736,4.0,5.9,46286,38221,75742,17.6,11.4,38798,60972,5390.0,16658,36944,12798,11.3,2011,"Sandusky, OH"
3056916,8.9,1.9,2860909,2368721,4327007,14.4,11.9,2194801,3516847,6707.0,911057,2132206,555041,11.7,2011,"San Francisco, CA"
88931,49.3,4.8,78653,34639,132965,59.8,50.1,69289,107487,7045.0,30083,63676,24229,46.6,2011,"San Germ?n, PR"
1244698,9.0,1.8,1190639,980274,1839321,12.4,10.6,917664,1443562,7069.0,442752,921657,205930,10.2,2011,"San Jose, CA"
1624148,36.6,5.6,1509178,949827,2451384,54.6,42.1,1290804,1948557,6866.0,575807,1160580,366399,38.6,2011,"San Juan, PR"
173876,6.3,2.1,167370,129771,258278,17.7,15.3,130299,214752,7530.0,49108,127979,41800,16.8,2011,"San Luis Obispo, CA"
256522,5.5,3.9,262282,218791,412155,20.2,15.1,207101,328640,7446.0,95124,205054,54749,15.3,2011,"Santa Barbara, CA"
169738,7.2,2.4,170787,138756,254988,15.5,14.8,127729,207744,6772.0,54112,127259,30089,16.0,2011,"Santa Cruz, CA"
102429,10.4,6.6,89640,80131,141694,25.2,17.7,72518,116820,6666.0,29066,69176,22988,17.2,2011,"Santa Fe, NM"
333984,6.7,1.7,310256,258173,482335,16.3,12.2,244904,390749,6695.0,103826,237431,68253,12.0,2011,"Santa Rosa, CA"
226301,10.1,2.4,221290,166595,344461,29.4,19.0,180217,270162,7447.0,82632,164244,40539,16.7,2011,"Savannah, GA"
385995,8.9,3.5,336265,277028,542432,24.1,14.5,278675,445723,5634.0,111587,263757,94580,13.0,2011,"Scranton, PA"
143303,4.2,2.3,114885,95263,196814,19.6,10.8,101650,162329,6428.0,39580,95164,42349,10.2,2011,"Seaford, DE"
50248,16.8,2.7,45638,34157,74925,20.3,18.6,38249,58250,5152.0,18351,36676,10936,18.4,2011,"Searcy, AR"
2363915,8.9,2.1,2288516,1893086,3440796,15.1,11.9,1725979,2757068,6653.0,773194,1714817,379086,11.3,2011,"Seattle, WA"
103117,7.7,0.9,73407,60166,137255,20.6,13.5,71674,115249,6274.0,25648,65581,38200,14.0,2011,"Sebastian, FL"
72379,10.0,0.0,49007,36326,97640,29.1,17.3,50060,81688,5148.0,17640,47580,30993,17.8,2011,"Sebring, FL"
51087,8.5,2.8,43493,30867,73517,33.2,21.5,36968,58950,6641.0,15828,36549,14196,21.5,2011,"Seneca, SC"
60531,6.9,1.5,55131,47858,90541,20.9,15.0,46558,71161,6972.0,21366,43983,14044,14.7,2011,"Sevierville, TN"
43777,9.7,3.2,40108,30697,66935,26.8,18.0,34435,51830,6204.0,16988,32500,9839,16.4,2011,"Shawnee, OK"
77062,5.3,0.6,68259,62299,111192,8.7,7.3,55659,88305,6010.0,26197,55533,16736,7.2,2011,"Sheboygan, WI"
65502,11.9,0.3,58640,46164,95804,32.9,19.1,50903,75296,6433.0,22392,44901,14772,15.6,2011,"Shelby, NC"
80457,8.0,8.8,72270,58160,119215,23.2,16.7,61613,93442,5457.0,28748,57602,18197,16.3,2011,"Sherman, TX"
62806,14.2,7.1,59228,40804,105115,46.7,33.0,52877,77915,6721.0,31064,52238,14823,30.6,2011,"Show Low, AZ"
257357,9.2,2.8,245114,192490,396093,28.4,18.9,207148,306978,6700.0,99471,188945,51508,17.1,2011,"Shreveport, LA"
83302,5.9,4.1,69069,49616,122982,29.9,19.4,66266,96232,7276.0,30437,56716,23476,19.4,2011,"Sierra Vista, AZ"
91219,4.9,8.9,84768,74380,140304,21.2,14.4,72512,107078,5707.0,37627,67792,17909,13.4,2011,"Sioux City, IA"
149846,7.1,1.1,143110,132346,226999,11.2,9.3,114568,174254,5734.0,58828,112431,25061,8.9,2011,"Sioux Falls, SD"
52810,9.5,3.1,44234,35641,72645,20.5,13.1,36593,59626,5116.0,14613,36052,13798,11.8,2011,"Somerset, PA"
204353,5.9,5.6,188850,158635,306997,28.5,18.0,157684,240206,6555.0,75555,149313,42592,16.5,2011,"South Bend, IN"
62401,7.0,2.4,49610,37572,88493,23.5,16.0,45751,71952,4657.0,19080,42742,19803,16.6,2011,"Southern Pines, NC"
184332,11.5,4.1,172832,139704,279072,28.4,19.5,144649,218471,5833.0,68261,134423,37979,17.8,2011,"Spartanburg, SC"
305171,9.1,2.7,291076,234221,458398,16.9,14.9,233589,364559,6552.0,106151,224809,61171,15.4,2011,"Spokane, WA"
142117,7.5,1.1,129626,110030,206231,27.4,16.8,106865,163437,6768.0,48437,99366,28168,14.8,2011,"Springfield, IL"
450213,9.9,0.9,419924,358071,657791,22.3,15.6,341228,532866,6170.0,145028,316563,92839,14.6,2011,"Springfield, MA"
281887,8.2,5.7,265063,214364,422235,25.0,17.2,216213,336906,6122.0,96578,206022,60594,16.4,2011,"Springfield, MO"
91325,7.1,3.9,81528,63874,134003,32.2,19.5,68765,106316,6379.0,31379,65238,21096,17.9,2011,"Springfield, OH"
82806,5.3,2.4,97843,78079,138039,11.3,20.7,66579,118013,7565.0,23139,71460,17057,25.6,2011,"State College, PA"
35952,14.3,16.4,47151,33118,67530,28.6,32.7,34688,54782,8620.0,14303,32842,6076,36.3,2011,"Statesboro, GA"
106437,5.4,4.1,98563,79242,159501,21.4,13.9,81028,124136,6745.0,40689,78473,20249,12.6,2011,"Statesville, NC"
83121,8.6,3.2,70915,58598,116338,19.9,14.0,61747,93704,5703.0,25156,54591,20267,13.5,2011,"Staunton, VA"
86952,5.0,1.9,73547,56484,119364,30.7,16.7,61438,99021,6391.0,23397,57926,22420,15.8,2011,"Steubenville, OH"
43568,7.9,6.9,43869,37615,66421,16.5,16.2,32953,54536,6339.0,13810,33468,8742,17.8,2011,"Stevens Point, WI"
41409,7.0,8.5,48003,38675,70112,26.4,24.8,34261,57321,6527.0,14356,35851,7753,27.3,2011,"Stillwater, OK"
415430,7.7,3.8,412045,321602,680356,25.1,18.1,343334,506873,6519.0,196509,337022,71802,16.6,2011,"Stockton, CA"
68502,11.6,1.5,64123,46110,104791,18.4,14.2,54973,80488,5878.0,27093,49818,13575,13.0,2011,"Sumter, SC"
64472,4.9,2.7,53746,44758,88901,19.3,11.8,45912,72889,4748.0,18339,42989,16816,11.3,2011,"Sunbury, PA"
431674,7.2,3.2,397998,316774,632922,23.6,16.2,324898,505033,6811.0,146028,308024,88896,15.4,2011,"Syracuse, NY"
53363,13.0,1.5,48949,34607,78377,39.9,27.6,41143,62079,6709.0,18005,37234,11423,26.4,2011,"Talladega, AL"
213717,7.6,5.1,239359,195800,348842,25.3,22.8,183258,286746,8211.0,70992,165584,38491,24.5,2011,"Tallahassee, FL"
1972843,9.4,3.5,1719265,1365453,2778958,23.4,16.3,1430619,2270117,6610.0,578466,1348339,481227,15.9,2011,"Tampa, FL"
108829,8.1,6.3,102274,80041,160311,22.3,17.0,81149,129735,6524.0,34993,79162,23044,17.2,2011,"Terre Haute, IN"
84736,9.1,4.7,78844,59593,129753,28.1,19.1,66873,100126,6218.0,32852,62880,18057,17.6,2011,"Texarkana, TX"
78405,4.1,2.3,36668,23129,88917,37.3,14.0,45637,81744,,8078,43280,44171,20.7,2011,"The Villages, FL"
111300,11.1,0.7,100055,83781,160293,16.9,13.4,81456,128405,5570.0,37123,78837,23115,12.7,2011,"Thomasville, NC"
419319,7.1,4.4,399601,326628,633833,28.0,20.2,328289,502766,6658.0,148733,305544,85499,20.1,2011,"Toledo, OH"
154470,5.6,1.8,139379,120954,228826,17.2,12.6,116220,179653,7124.0,55551,112606,33896,12.5,2011,"Topeka, KS"
133568,6.8,2.4,117936,106321,186281,8.1,8.1,94398,152599,6173.0,39155,91883,29190,8.4,2011,"Torrington, CT"
101271,7.1,3.8,87733,73035,142616,22.8,16.1,73220,116184,7014.0,30219,69396,24664,16.4,2011,"Traverse City, MI"
238384,6.6,2.3,222147,193329,348253,17.4,11.4,179473,277325,6505.0,80693,168780,45413,10.2,2011,"Trenton, NJ"
73455,5.9,2.8,60091,47965,97777,16.5,12.4,49755,82033,5162.0,17993,48022,19693,13.3,2011,"Truckee, CA"
647594,7.7,3.3,592939,459165,966730,29.7,20.4,493731,773738,7213.0,219500,472999,154291,20.3,2011,"Tucson, AZ"
66827,12.1,7.0,58231,43729,96445,25.9,20.4,48833,77209,5680.0,21885,47612,16329,20.6,2011,"Tullahoma, TN"
613418,8.4,4.7,576370,467890,932487,21.6,15.3,476139,721619,6074.0,235935,456348,120182,14.1,2011,"Tulsa, OK"
88325,10.6,2.6,82202,66122,134739,22.4,14.7,71720,103465,6715.0,34994,63019,17543,12.3,2011,"Tupelo, MS"
129941,8.4,1.5,137566,98612,209579,31.9,22.0,108766,167144,7454.0,47275,100813,24738,21.1,2011,"Tuscaloosa, AL"
60059,9.0,3.0,56529,46589,99108,22.3,18.1,50127,72319,6929.0,29937,48981,12642,18.0,2011,"Twin Falls, ID"
134228,12.4,1.1,125469,100527,207390,23.3,17.5,106979,160702,5925.0,52481,100411,29440,16.3,2011,"Tyler, TX"
59558,9.4,1.7,52616,44780,85479,33.7,20.4,42015,68657,6530.0,18871,43464,13992,18.5,2011,"Ukiah, CA"
196569,10.3,4.0,174596,144496,284141,27.3,17.2,144421,229850,5720.0,62635,139720,46910,15.4,2011,"Utica, NY"
80049,8.5,9.8,87593,62289,136477,34.5,27.6,69711,105406,6958.0,34695,66766,14189,28.0,2011,"Valdosta, GA"
266240,7.4,2.3,257998,209077,404042,19.7,13.9,206732,317463,6806.0,98340,197310,47704,12.9,2011,"Vallejo, CA"
76636,10.9,1.3,70326,55238,113736,32.0,20.2,56839,89407,6850.0,27390,56897,16020,17.6,2011,"Victoria, TX"
94492,8.8,2.2,89586,74671,144143,26.2,16.1,75424,112548,7055.0,35492,68719,19065,13.7,2011,"Vineland, NJ"
1063847,5.7,3.8,1036029,836815,1614663,17.7,11.7,832883,1272495,6050.0,386147,781780,192487,10.6,2011,"Virginia Beach, VA"
252562,9.9,4.4,258018,199891,441433,34.0,25.7,220794,315569,7250.0,141393,220639,42022,23.8,2011,"Visalia, CA"
139248,8.9,4.0,142336,112794,230128,35.5,24.4,118606,177010,7688.0,59617,111522,28175,22.9,2011,"Waco, TX"
90071,6.3,1.1,90413,71933,142663,20.8,13.9,73949,109906,6602.0,37783,68714,14467,12.3,2011,"Warner Robins, GA"
49733,4.9,2.8,46432,41490,75774,12.1,10.5,38071,58338,6401.0,19187,37703,10155,11.0,2011,"Warsaw, IN"
3803648,6.5,1.6,3699604,3206597,5604067,10.6,8.3,2872145,4419066,7039.0,1332377,2731922,572086,7.7,2011,"Washington, DC"
105000,6.2,2.4,100178,87413,160472,18.0,14.7,81442,128313,5760.0,36207,79030,24087,15.5,2011,"Waterloo, IA"
55321,6.3,3.1,50518,45815,80616,16.6,10.5,40220,63388,5688.0,19413,40396,10685,9.1,2011,"Watertown, WI"
70193,5.5,4.3,69553,49270,111496,27.5,17.8,56960,85039,6255.0,29445,54536,12498,15.9,2011,"Watertown, NY"
90817,8.8,0.5,82324,73525,132456,16.1,11.2,65328,105099,5799.0,31588,67128,18544,9.8,2011,"Wausau, WI"
73818,5.5,3.0,66803,56481,111268,24.8,16.4,55075,87564,6775.0,28035,56193,16430,15.6,2011,"Wenatchee, WA"
100970,7.6,3.6,87221,69212,139943,16.9,14.4,71700,115253,6076.0,28038,68243,24684,15.5,2011,"Wheeling, WV"
65426,4.4,4.9,63606,54825,100158,19.1,13.8,49934,79749,6860.0,23230,50224,13322,13.9,2011,"Whitewater, WI"
393590,7.2,3.1,375851,321594,613903,21.6,14.8,312384,466818,5955.0,164177,301519,73875,13.3,2011,"Wichita, KS"
88441,9.0,2.6,83059,65795,136484,21.4,13.8,70956,106241,4602.0,33990,65528,19435,11.9,2011,"Wichita Falls, TX"
77808,5.4,4.3,69675,58281,111209,21.6,14.0,56661,91079,6657.0,23005,54548,18529,13.7,2011,"Williamsport, PA"
78583,5.2,2.4,73885,65539,113699,13.1,9.8,57016,91446,6685.0,25332,56683,14482,9.5,2011,"Willimantic, CT"
254392,7.5,3.4,227886,176134,361094,26.8,18.3,185017,295405,6839.0,72818,176077,60390,18.4,2011,"Wilmington, NC"
53017,12.1,4.9,49128,40456,79855,41.2,26.0,42480,62152,7173.0,19614,37375,11113,23.1,2011,"Wilson, NC"
87489,10.7,4.0,80826,65058,127289,18.8,14.5,63020,101994,6552.0,28219,64269,18244,13.9,2011,"Winchester, VA"
318585,8.6,3.6,290762,236012,470418,27.5,18.1,244916,371263,6407.0,113368,225502,66288,16.6,2011,"Winston, NC"
73549,5.4,1.6,65207,55791,110173,23.9,14.0,55289,84954,6442.0,28505,54884,16461,11.8,2011,"Wooster, OH"
529327,8.4,1.4,496040,426110,777198,16.7,11.6,395805,618783,6333.0,182367,381393,98791,10.4,2011,"Worcester, MA"
145261,9.5,4.4,141900,108788,241322,31.7,22.9,120126,177657,5977.0,71301,121196,28121,21.2,2011,"Yakima, WA"
68747,42.0,7.6,63875,33267,105080,58.7,55.7,54920,83257,7595.0,24772,50160,16433,58.0,2011,"Yauco, PR"
295185,5.3,2.0,267745,232735,427753,15.5,11.1,217340,340632,6470.0,99525,210413,60483,10.8,2011,"York, PA"
382558,7.4,3.1,329487,263880,544133,28.1,16.1,281836,441627,5742.0,118215,262297,96431,14.3,2011,"Youngstown, OH"
101883,8.4,1.9,99815,73516,164950,24.1,16.3,82822,123540,6172.0,46159,82128,18976,14.2,2011,"Yuba City, CA"
118009,10.1,1.8,105440,75776,192091,30.4,21.8,97139,143927,6034.0,54787,94952,31864,20.9,2011,"Yuma, AZ"
57006,7.3,5.1,50827,40635,83370,30.6,18.8,43424,65730,7023.0,19731,39946,12812,17.1,2011,"Zanesville, OH"
77372,5.4,2.9,72846,62400,112856,16.0,12.5,57114,91136,6734.0,24952,55742,15058,12.7,2012,"Willimantic, CT"
260503,6.1,2.5,230035,187682,368099,25.7,16.3,188658,303066,7300.0,72896,179441,65168,16.2,2012,"Wilmington, NC"
54307,11.4,10.1,48958,38651,80336,39.3,24.4,42661,62775,5838.0,19641,37675,11737,21.6,2012,"Wilson, NC"
87016,9.0,3.8,79804,65970,127564,11.2,11.8,63999,101872,7295.0,29042,63565,18718,12.7,2012,"Winchester, VA"
321467,8.9,2.9,292702,236292,473311,33.6,21.0,244397,374809,7103.0,111881,228914,68728,19.1,2012,"Winston, NC"
74297,6.8,3.0,66763,55609,111052,13.4,11.4,55625,87295,5594.0,27170,55427,17119,11.8,2012,"Wooster, OH"
533584,9.6,1.1,498858,426951,781577,15.1,11.8,397271,623680,6391.0,180350,384306,102369,11.1,2012,"Worcester, MA"
144898,12.4,3.6,139949,111121,242336,33.0,23.1,121369,176897,6385.0,73188,120967,29199,20.1,2012,"Yakima, WA"
66043,51.3,0.0,62088,31186,102871,57.5,54.5,53172,80898,7873.0,25018,49699,15765,54.2,2012,"Yauco, PR"
297212,5.8,2.9,266910,229584,429553,16.6,10.7,218775,342853,6026.0,98935,210778,63708,9.7,2012,"York, PA"
381441,8.1,3.9,324338,259998,538148,30.1,17.3,278338,439298,5812.0,114554,259810,99256,15.7,2012,"Youngstown, OH"
102613,16.7,4.0,100050,73026,165603,27.5,21.9,83610,125481,6151.0,45554,81993,19999,20.4,2012,"Yuba City, CA"
117589,10.6,5.1,105589,79736,191534,30.4,21.6,97442,144330,6668.0,53523,94092,32422,20.5,2012,"Yuma, AZ"
56957,8.6,9.3,50986,40657,83673,32.0,20.3,42841,67008,6297.0,19585,40832,13102,18.9,2012,"Zanesville, OH"
48315,9.7,4.3,41170,31504,68192,31.5,20.9,34496,55363,6847.0,14807,33696,12215,20.3,2012,"Aberdeen, WA"
98843,11.2,5.0,94424,71719,156020,26.1,20.5,78856,120656,7255.0,39021,77164,22575,20.4,2012,"Abilene, TX"
64532,7.7,3.8,57448,46036,93756,17.7,12.8,47352,75091,5567.0,21308,46404,15000,12.3,2012,"Adrian, MI"
200132,48.4,9.0,184428,94576,301927,63.8,53.7,153255,239973,7279.0,69985,148672,47514,51.2,2012,"Aguadilla, PR"
469052,6.0,3.0,436614,365834,687031,22.7,15.7,352959,557597,6221.0,148940,334072,101477,15.6,2012,"Akron, OH"
41210,6.1,6.6,37918,25497,63648,43.5,28.0,31406,49082,6718.0,16160,32242,9570,26.8,2012,"Alamogordo, NM"
95529,12.4,9.0,90943,69756,148869,38.3,26.9,79443,114793,7039.0,38167,69426,19759,25.2,2012,"Albany, GA"
78951,7.9,6.1,70794,54071,116696,25.7,18.1,58021,93141,7073.0,26902,58675,19000,17.9,2012,"Albany, OR"
587554,7.6,2.5,542648,460804,843802,14.5,11.0,433126,688654,6785.0,177042,410676,124112,10.7,2012,"Albany, NY"
60891,9.2,0.9,55624,41435,93369,41.4,23.2,48038,72306,5210.0,23541,45331,14204,19.1,2012,"Albertville, AL"
588951,9.4,4.7,555320,437338,887938,25.5,18.5,452823,699052,6603.0,214250,435115,118368,17.8,2012,"Albuquerque, NM"
95645,10.6,4.1,88005,66395,146869,32.9,21.9,76556,112830,6108.0,38523,70313,20341,19.7,2012,"Alexandria, LA"
74092,6.8,3.0,67137,52541,110799,17.5,14.2,55568,86574,7392.0,28113,55231,15549,14.6,2012,"Allegan, MI"
560241,5.6,2.5,500017,429731,804602,16.1,10.5,412273,647293,6528.0,178979,392329,125606,9.7,2012,"Allentown, PA"
87581,10.5,2.8,76359,60998,124522,17.9,12.8,63462,101060,6213.0,26189,61060,21974,11.7,2012,"Altoona, PA"
154355,9.3,3.3,150854,123699,245710,22.8,17.7,124805,187394,6914.0,65063,120905,29793,17.2,2012,"Amarillo, TX"
47505,4.4,10.5,57945,48813,82352,13.3,21.7,39634,68216,7157.0,15433,42718,8974,26.6,2012,"Ames, IA"
245553,3.6,1.2,253649,209289,384749,12.3,8.7,189843,295740,7493.0,99897,194906,31203,7.9,2012,"Anchorage, AK"
84120,5.2,3.7,74084,60486,123288,20.1,15.2,63496,97147,5997.0,28898,59792,20306,16.1,2012,"Anderson, IN"
126993,12.8,5.0,113126,87100,186924,23.3,18.0,96370,147884,7079.0,44218,90554,29580,17.3,2012,"Anderson, SC"
215934,6.0,4.8,227816,183547,334662,15.4,16.5,170074,274234,7470.0,68814,164588,38032,18.6,2012,"Ann Arbor, MI"
77158,11.5,7.2,71603,53715,114001,34.4,22.2,59490,91001,5678.0,25369,54511,17029,20.4,2012,"Anniston, AL"
151431,6.9,2.0,141545,126015,225045,9.8,8.4,112510,175983,6249.0,56163,112535,27337,8.1,2012,"Appleton, WI"
306343,8.0,5.9,258069,209892,422827,22.9,15.8,217618,348976,5666.0,84845,205209,79913,15.9,2012,"Asheville, NC"
66971,10.1,1.4,58420,45199,96157,31.2,20.9,48849,77063,7073.0,21836,47308,15901,19.9,2012,"Ashtabula, OH"
53986,8.4,4.8,44955,33809,77899,37.1,24.8,40624,61760,6414.0,17687,37275,15257,25.6,2012,"Athens, TX"
111149,8.9,6.6,121660,91375,183413,18.7,24.5,94525,147366,8506.0,39825,88888,21928,29.2,2012,"Athens, GA"
3484810,9.9,2.5,3429554,2795334,5352236,23.7,16.6,2758177,4106895,7170.0,1395836,2594059,526846,14.7,2012,"Atlanta, GA"
183763,6.9,2.6,167045,146151,269061,22.4,14.6,137977,214513,6213.0,61693,131084,40323,13.6,2012,"Atlantic City, NJ"
53372,6.0,1.5,46996,38007,75800,17.7,11.5,37998,61890,6337.0,16302,37802,12502,10.8,2012,"Auburn, NY"
83208,10.2,5.4,96902,72733,141938,20.9,24.6,72490,113574,7457.0,31389,69448,13647,27.9,2012,"Auburn, AL"
363962,9.2,5.4,345026,256453,553981,32.8,20.3,288697,431306,6369.0,137110,265284,71845,17.6,2012,"Augusta, GA"
85536,5.8,2.4,75176,60074,118408,20.8,15.0,61220,97735,6259.0,23831,57188,19401,15.6,2012,"Augusta, ME"
1163907,6.9,2.4,1188163,993300,1795080,21.2,15.5,896264,1389237,7612.0,452017,898816,154900,14.5,2012,"Austin, TX"
481671,13.4,3.5,494039,372085,825020,34.1,23.8,412743,600182,5932.0,251968,412277,79013,20.3,2012,"Bakersfield, CA"
1837458,8.3,1.6,1719929,1474156,2685159,15.0,11.3,1398706,2145919,6684.0,610076,1286453,355154,10.6,2012,"Baltimore, MD"
103291,10.8,4.9,95804,78176,146973,23.8,18.1,74938,122831,5596.0,28228,72035,22941,18.2,2012,"Bangor, ME"
162717,7.0,1.1,121628,108758,212878,16.5,10.3,110866,182092,6199.0,35151,102012,56099,10.1,2012,"Barnstable Town, MA"
510224,10.9,3.7,507247,409305,791990,25.5,18.7,406547,621113,7039.0,192923,385443,91820,17.6,2012,"Baton Rouge, LA"
89831,11.4,4.7,80442,65012,131723,25.1,17.9,67778,104256,5801.0,31290,63945,19991,16.7,2012,"Battle Creek, MI"
74088,9.8,3.9,64878,51009,105729,16.0,12.9,54603,85706,6128.0,22855,51126,17996,12.6,2012,"Bay City, MI"
242565,9.4,4.7,228057,178376,371641,29.7,19.1,189734,290078,6003.0,93329,181907,50255,16.9,2012,"Beaumont, TX"
57487,7.4,1.9,51166,44927,82565,13.1,8.8,40736,66247,7139.0,18784,41829,12615,7.6,2012,"Beaver Dam, WI"
53490,5.4,0.0,46067,29940,75287,28.1,17.7,38806,60763,7120.0,16207,36481,13013,17.5,2012,"Beckley, WV"
132471,6.7,3.7,130589,106827,199626,20.3,16.6,100831,163829,7165.0,40743,98795,28294,17.5,2012,"Bellingham, WA"
113927,6.4,1.1,98345,77859,161035,22.1,16.8,81058,129124,7763.0,35461,79977,27229,17.7,2012,"Bend, OR"
107917,6.9,2.8,97502,86145,157398,16.7,12.3,80442,124695,6557.0,36533,76956,23363,11.9,2012,"Billings, MT"
167028,7.9,3.6,148921,123074,238176,21.7,15.5,121850,196020,6423.0,49063,116326,40192,15.5,2012,"Binghamton, NY"
754504,10.0,3.4,695738,542989,1114744,24.4,16.8,580639,880098,6538.0,266477,534105,152529,15.3,2012,"Birmingham, AL"
75002,5.8,3.4,69892,65638,110290,8.6,6.6,55823,87554,5911.0,25167,54467,15231,6.0,2012,"Bismarck, ND"
97102,7.5,3.5,104629,75304,152492,20.9,23.7,76044,128771,8105.0,27085,76448,20778,27.7,2012,"Blacksburg, VA"
113748,7.1,4.0,122563,95702,180522,23.6,23.0,90018,149793,8087.0,34396,90504,23563,25.9,2012,"Bloomington, IN"
102342,6.1,2.4,108195,94290,163412,15.5,15.7,84103,130543,7220.0,37295,79309,17922,17.4,2012,"Bloomington, IL"
55579,9.8,0.1,50619,41560,79849,8.9,10.5,41558,66572,8046.0,14931,38291,14299,11.2,2012,"Bloomsburg, PA"
73960,11.3,6.3,63645,43256,103974,29.4,20.9,53682,85075,5260.0,21522,50292,18807,20.9,2012,"Bluefield, WV"
401634,11.1,2.1,380831,316944,624906,21.1,15.4,313064,473079,6472.0,170176,311842,73899,13.7,2012,"Boise City, ID"
3142624,9.3,1.5,2906591,2569028,4486468,13.0,10.7,2314202,3636431,6791.0,966272,2172266,613605,10.2,2012,"Boston, MA"
194252,5.8,4.9,201566,173143,295728,12.5,14.5,146641,241109,7263.0,61700,149087,32462,16.6,2012,"Boulder, CO"
77569,9.8,8.8,78179,62634,121147,26.5,19.7,62580,95796,5691.0,28620,58567,14348,19.1,2012,"Bowling Green, KY"
58282,4.1,6.4,61188,54008,88942,13.8,13.8,43148,72280,6764.0,18406,45794,9348,15.3,2012,"Bozeman, MT"
63936,5.8,6.3,52142,44634,90005,23.4,14.6,44868,72839,6131.0,19526,45137,18337,14.5,2012,"Brainerd, MN"
59058,9.9,24.5,48176,39348,82566,28.9,19.0,42652,67321,5793.0,16791,39914,17599,18.9,2012,"Branson, MO"
170104,6.2,2.6,156811,116048,246659,13.8,11.0,124314,198910,7326.0,53649,122345,36199,11.1,2012,"Bremerton, WA"
623263,6.6,2.2,567910,501794,915813,11.0,8.9,468541,719757,6629.0,222583,447272,125320,8.6,2012,"Bridgeport, CT"
236106,28.1,3.9,231240,163919,411003,49.7,36.1,213378,293649,6474.0,132366,197625,47397,29.9,2012,"Brownsville, TX"
73438,10.9,4.7,65702,53089,108902,28.0,18.6,55489,85407,6543.0,25794,53413,17406,16.9,2012,"Brunswick, GA"
766608,7.2,2.2,693814,580420,1104704,21.5,14.2,571038,899680,5967.0,234537,533666,176353,13.6,2012,"Buffalo, NY"
100968,10.1,9.7,92791,75481,150197,32.8,20.3,78507,119263,6329.0,34974,71690,22432,18.1,2012,"Burlington, NC"
