city,Year,per_capita_personal_income_dollars,personal_income_thousands_of_dollars,population_persons
"Florence, AL",2009,29962,4403008,146952
"Florence, AL",2010,31257,4602964,147261
"Florence, AL",2011,32327,4756813,147146
"Florence, AL",2012,32743,4820865,147232
"Florence, AL",2013,32951,4851395,147230
"Florence, AL",2014,34372,5068568,147462
"Florence, AL",2015,35405,5200165,146876
"Florence, AL",2016,35878,5271266,146922
"Florence, AL",2017,36567,5384883,147259
"Florence, AL",2018,37797,5579182,147608
"Florence, SC",2000,23935,4626451,193290
"Florence, SC",2001,24768,4810871,194240
"Florence, SC",2002,25261,4940795,195590
"Florence, SC",2003,25904,5104534,197053
"Florence, SC",2004,27073,5360770,198010
"Florence, SC",2005,27799,5536629,199167
"Florence, SC",2006,29523,5931514,200913
"Florence, SC",2007,30674,6203764,202246
"Florence, SC",2008,31598,6439881,203805
"Florence, SC",2009,30750,6298349,204825
"Florence, SC",2010,31344,6446200,205662
"Florence, SC",2011,32700,6729626,205800
"Florence, SC",2012,33326,6866558,206041
"Florence, SC",2013,33928,6988775,205986
"Florence, SC",2014,34946,7213694,206426
"Florence, SC",2015,36523,7532375,206235
"Florence, SC",2016,37592,7738544,205854
"Florence, SC",2017,38711,7954201,205476
"Florence, SC",2018,40598,8324125,205036
"Fond du Lac, WI",2000,28712,2796304,97390
"Fond du Lac, WI",2001,28991,2836924,97856
"Fond du Lac, WI",2002,29963,2939232,98097
"Fond du Lac, WI",2003,30505,3003872,98470
"Fond du Lac, WI",2004,31355,3101905,98929
"Fond du Lac, WI",2005,32214,3198784,99297
"Fond du Lac, WI",2006,33388,3336101,99920
"Fond du Lac, WI",2007,35212,3539480,100520
"Fond du Lac, WI",2008,36809,3722226,101122
"Fond du Lac, WI",2009,35553,3603965,101370
"Fond du Lac, WI",2010,36857,3743813,101576
"Fond du Lac, WI",2011,38284,3897726,101810
"Fond du Lac, WI",2012,40054,4077064,101788
"Fond du Lac, WI",2013,40067,4078347,101787
"Fond du Lac, WI",2014,42214,4304888,101977
"Fond du Lac, WI",2015,43860,4471789,101955
"Fond du Lac, WI",2016,44261,4523940,102211
"Fond du Lac, WI",2017,46055,4716776,102417
"Fond du Lac, WI",2018,48311,4976108,103001
"Fort Collins, CO",2000,31041,7855633,253072
"Fort Collins, CO",2001,32229,8397005,260541
"Fort Collins, CO",2002,31997,8490999,265372
"Fort Collins, CO",2003,31878,8557473,268448
"Fort Collins, CO",2004,32759,8894401,271510
"Fort Collins, CO",2005,34106,9383173,275116
"Fort Collins, CO",2006,35926,10084924,280713
"Fort Collins, CO",2007,37874,10836123,286112
"Fort Collins, CO",2008,38191,11138411,291650
"Fort Collins, CO",2009,36870,10939308,296696
"Fort Collins, CO",2010,37455,11252959,300441
"Fort Collins, CO",2011,39105,11936687,305246
"Fort Collins, CO",2012,40922,12720373,310842
"Fort Collins, CO",2013,42550,13455320,316225
"Fort Collins, CO",2014,45152,14629751,324008
"Fort Collins, CO",2015,47007,15667640,333303
"Fort Collins, CO",2016,48422,16414294,338984
"Fort Collins, CO",2017,51748,17805751,344084
"Fort Collins, CO",2018,54207,19008370,350660
"Fort Smith, AR",2000,22289,5031830,225759
"Fort Smith, AR",2001,22361,5096001,227899
"Fort Smith, AR",2002,22588,5187302,229652
"Fort Smith, AR",2003,23565,5452503,231379
"Fort Smith, AR",2004,25239,5889997,233367
"Fort Smith, AR",2005,26253,6193319,235912
"Fort Smith, AR",2006,27722,6653826,240017
"Fort Smith, AR",2007,28545,6935183,242953
"Fort Smith, AR",2008,29769,7285935,244749
"Fort Smith, AR",2009,29068,7181578,247064
"Fort Smith, AR",2010,29787,7397525,248344
"Fort Smith, AR",2011,31731,7908546,249236
"Fort Smith, AR",2012,32974,8226669,249491
"Fort Smith, AR",2013,33043,8213436,248569
"Fort Smith, AR",2014,34517,8567881,248220
"Fort Smith, AR",2015,35448,8820118,248820
"Fort Smith, AR",2016,35687,8892102,249170
"Fort Smith, AR",2017,36381,9103592,250231
"Fort Smith, AR",2018,37120,9291140,250298
"Fort Wayne, IN",2000,29796,10828568,363420
"Fort Wayne, IN",2001,29510,10799240,365954
"Fort Wayne, IN",2002,29927,11025118,368402
"Fort Wayne, IN",2003,29658,11008931,371190
"Fort Wayne, IN",2004,30791,11477444,372757
"Fort Wayne, IN",2005,31660,11885735,375420
"Fort Wayne, IN",2006,33789,12802893,378911
"Fort Wayne, IN",2007,34808,13310233,382387
"Fort Wayne, IN",2008,35269,13554389,384311
"Fort Wayne, IN",2009,33559,12981111,386818
"Fort Wayne, IN",2010,34456,13413626,389298
"Fort Wayne, IN",2011,36526,14330275,392332
"Fort Wayne, IN",2012,38388,15133475,394225
"Fort Wayne, IN",2013,38334,15204623,396638
"Fort Wayne, IN",2014,40389,16098614,398591
"Fort Wayne, IN",2015,42343,16971507,400806
"Fort Wayne, IN",2016,43098,17363542,402887
"Fort Wayne, IN",2017,44238,17936189,405445
"Fort Wayne, IN",2018,46478,19015375,409126
"Fresno, CA",2000,23083,18496412,801288
"Fresno, CA",2001,23694,19263404,813021
"Fresno, CA",2002,24898,20659321,829762
"Fresno, CA",2003,26242,22232347,847193
"Fresno, CA",2004,27455,23639786,861035
"Fresno, CA",2005,28185,24590953,872470
"Fresno, CA",2006,29659,26214753,883862
"Fresno, CA",2007,30700,27505553,895933
"Fresno, CA",2008,30937,28140901,909630
"Fresno, CA",2009,30610,28206209,921478
"Fresno, CA",2010,31724,29567869,932039
"Fresno, CA",2011,33431,31404880,939406
"Fresno, CA",2012,34317,32431359,945045
"Fresno, CA",2013,35591,33865015,951514
"Fresno, CA",2014,37872,36378424,960567
"Fresno, CA",2015,40175,38949236,969488
"Fresno, CA",2016,41122,40168751,976830
"Fresno, CA",2017,41905,41286010,985238
"Fresno, CA",2018,43438,43088095,991950
"Gadsden, AL",2000,21764,2247874,103286
"Gadsden, AL",2001,22348,2301346,102976
"Gadsden, AL",2002,23089,2377845,102988
"Gadsden, AL",2003,23869,2459130,103025
"Gadsden, AL",2004,25161,2593638,103080
"Gadsden, AL",2005,25995,2681992,103174
"Gadsden, AL",2006,26841,2778771,103528
"Gadsden, AL",2007,28426,2953236,103893
"Gadsden, AL",2008,29220,3044883,104206
"Gadsden, AL",2009,29143,3037862,104239
"Gadsden, AL",2010,30344,3169689,104459
"Gadsden, AL",2011,30927,3227845,104369
"Gadsden, AL",2012,31572,3292259,104278
"Gadsden, AL",2013,31629,3285699,103884
"Gadsden, AL",2014,32929,3404875,103399
"Gadsden, AL",2015,34344,3537329,102998
"Gadsden, AL",2016,35070,3607098,102855
"Gadsden, AL",2017,36064,3714857,103007
"Gadsden, AL",2018,37245,3821755,102611
"Gainesville, FL",2000,24068,6443010,267698
"Gainesville, FL",2001,25370,6878366,271119
"Gainesville, FL",2002,25720,7075092,275080
"Gainesville, FL",2003,26422,7360117,278563
"Gainesville, FL",2004,28869,8159768,282648
"Gainesville, FL",2005,30582,8805044,287912
"Gainesville, FL",2006,31960,9433745,295176
"Gainesville, FL",2007,33050,9898573,299499
"Gainesville, FL",2008,33790,10221408,302494
"Gainesville, FL",2009,32555,9908711,304366
"Gainesville, FL",2010,33992,10378911,305334
"Gainesville, FL",2011,35144,10788478,306979
"Gainesville, FL",2012,35313,10884856,308240
"Gainesville, FL",2013,35504,10965953,308865
"Gainesville, FL",2014,37318,11633583,311743
"Gainesville, FL",2015,38583,12193554,316031
"Gainesville, FL",2016,39446,12678659,321418
"Gainesville, FL",2017,41438,13445858,324485
"Gainesville, FL",2018,43291,14196596,327933
"Gainesville, GA",2000,25446,3587750,140993
"Gainesville, GA",2001,25830,3775070,146148
"Gainesville, GA",2002,26337,3956646,150229
"Gainesville, GA",2003,27634,4243443,153561
"Gainesville, GA",2004,29267,4576986,156385
"Gainesville, GA",2005,30717,4944769,160979
"Gainesville, GA",2006,31745,5286303,166524
"Gainesville, GA",2007,32284,5567257,172446
"Gainesville, GA",2008,31260,5541601,177277
"Gainesville, GA",2009,30335,5414827,178503
"Gainesville, GA",2010,30562,5502166,180033
"Gainesville, GA",2011,32494,5922592,182269
"Gainesville, GA",2012,33450,6158237,184102
"Gainesville, GA",2013,34277,6390361,186431
"Gainesville, GA",2014,36142,6835910,189142
"Gainesville, GA",2015,39010,7499427,192245
"Gainesville, GA",2016,40172,7880145,196159
"Gainesville, GA",2017,42239,8403625,198953
"Gainesville, GA",2018,44442,8956711,201538
"Gettysburg, PA",2000,26269,2402519,91457
"Gettysburg, PA",2001,28113,2602982,92591
"Gettysburg, PA",2002,28834,2708449,93934
"Gettysburg, PA",2003,30211,2885249,95503
"Gettysburg, PA",2004,31036,3019836,97300
"Gettysburg, PA",2005,32298,3184784,98606
"Gettysburg, PA",2006,33363,3332955,99899
"Gettysburg, PA",2007,35151,3532747,100502
"Gettysburg, PA",2008,36711,3709887,101056
"Gettysburg, PA",2009,36464,3692048,101252
"Gettysburg, PA",2010,37331,3788328,101479
"Gettysburg, PA",2011,38827,3939953,101474
"Gettysburg, PA",2012,40010,4051220,101254
"Gettysburg, PA",2013,40852,4131688,101137
"Gettysburg, PA",2014,43022,4360360,101353
"Gettysburg, PA",2015,44685,4549269,101808
"Gettysburg, PA",2016,45347,4621403,101911
"Gettysburg, PA",2017,46786,4798471,102562
"Gettysburg, PA",2018,48379,4986055,103062
"Glens Falls, NY",2000,25278,3140833,124250
"Glens Falls, NY",2001,25431,3167335,124548
"Glens Falls, NY",2002,25829,3226757,124926
"Glens Falls, NY",2003,26881,3385496,125944
"Glens Falls, NY",2004,28745,3646405,126854
"Glens Falls, NY",2005,29395,3752998,127674
"Glens Falls, NY",2006,30511,3915367,128325
"Glens Falls, NY",2007,31474,4053634,128794
"Glens Falls, NY",2008,33669,4346696,129100
"Glens Falls, NY",2009,34659,4463078,128771
"Glens Falls, NY",2010,36048,4650940,129021
"Glens Falls, NY",2011,37518,4833303,128827
"Glens Falls, NY",2012,38570,4953204,128420
"Glens Falls, NY",2013,39330,5028250,127848
"Glens Falls, NY",2014,40256,5126289,127341
"Glens Falls, NY",2015,41451,5250480,126666
"Glens Falls, NY",2016,42590,5376306,126233
"Glens Falls, NY",2017,45031,5670429,125924
"Glens Falls, NY",2018,46633,5851973,125489
"Goldsboro, NC",2000,23049,2619494,113648
"Goldsboro, NC",2001,24303,2768895,113934
"Goldsboro, NC",2002,24889,2844916,114305
"Goldsboro, NC",2003,25245,2892935,114595
"Goldsboro, NC",2004,26475,3083969,116484
"Goldsboro, NC",2005,27546,3223114,117009
"Goldsboro, NC",2006,28812,3386375,117534
"Goldsboro, NC",2007,30547,3633289,118942
"Goldsboro, NC",2008,31363,3760717,119910
"Goldsboro, NC",2009,31189,3780685,121217
"Goldsboro, NC",2010,31611,3884495,122886
"Goldsboro, NC",2011,32540,4036149,124038
"Goldsboro, NC",2012,33971,4231418,124559
"Goldsboro, NC",2013,33663,4193916,124587
"Goldsboro, NC",2014,34781,4333170,124586
"Goldsboro, NC",2015,35495,4413573,124342
"Goldsboro, NC",2016,35636,4428393,124269
"Goldsboro, NC",2017,37361,4596723,123034
"Goldsboro, NC",2018,38425,4735428,123237
"Grand Forks, ND",2000,24560,2392255,97405
"Grand Forks, ND",2001,25076,2423889,96663
"Grand Forks, ND",2002,26289,2533389,96367
"Grand Forks, ND",2003,28400,2733954,96267
"Grand Forks, ND",2004,28421,2789876,98164
"Grand Forks, ND",2005,29766,2910438,97777
"Grand Forks, ND",2006,31476,3092974,98266
"Grand Forks, ND",2007,33944,3313105,97606
"Grand Forks, ND",2008,36727,3602638,98092
"Grand Forks, ND",2009,35907,3516804,97941
"Grand Forks, ND",2010,37696,3718077,98633
"Grand Forks, ND",2011,40635,3990067,98194
"Grand Forks, ND",2012,44661,4425642,99093
"Grand Forks, ND",2013,44426,4475505,100741
"Grand Forks, ND",2014,45354,4592567,101260
"Grand Forks, ND",2015,46448,4730642,101849
"Grand Forks, ND",2016,46787,4780299,102171
"Grand Forks, ND",2017,48184,4920789,102126
"Grand Forks, ND",2018,50258,5114605,101766
"Grand Island, NE",2000,25098,1712792,68244
"Grand Island, NE",2001,26683,1814439,68001
"Grand Island, NE",2002,27063,1845760,68203
"Grand Island, NE",2003,28578,1960206,68592
"Grand Island, NE",2004,28607,1970923,68896
"Grand Island, NE",2005,29789,2051601,68871
"Grand Island, NE",2006,30877,2141647,69360
"Grand Island, NE",2007,33359,2327943,69784
"Grand Island, NE",2008,35010,2478339,70790
"Grand Island, NE",2009,33796,2435231,72056
"Grand Island, NE",2010,34414,2510001,72936
"Grand Island, NE",2011,37399,2750561,73547
"Grand Island, NE",2012,38396,2850457,74238
"Grand Island, NE",2013,39108,2919504,74652
"Grand Island, NE",2014,40202,3024786,75240
"Grand Island, NE",2015,42060,3167923,75319
"Grand Island, NE",2016,41755,3156570,75598
"Grand Island, NE",2017,42734,3224550,75456
"Grand Island, NE",2018,43859,3310290,75476
"Grand Junction, CO",2000,25834,3038890,117631
"Grand Junction, CO",2001,27504,3286675,119496
"Grand Junction, CO",2002,27801,3403973,122440
"Grand Junction, CO",2003,27994,3499123,124994
"Grand Junction, CO",2004,28745,3670156,127678
"Grand Junction, CO",2005,30532,3975121,130194
"Grand Junction, CO",2006,32700,4403495,134665
"Grand Junction, CO",2007,35542,4955741,139434
"Grand Junction, CO",2008,38316,5485101,143155
"Grand Junction, CO",2009,34623,5119013,147851
"Grand Junction, CO",2010,34234,5007084,146259
"Grand Junction, CO",2011,35468,5219925,147174
"Grand Junction, CO",2012,37105,5466236,147317
"Grand Junction, CO",2013,37745,5555135,147175
"Grand Junction, CO",2014,40028,5888618,147113
"Grand Junction, CO",2015,40795,6038686,148025
"Grand Junction, CO",2016,40462,6058618,149736
"Grand Junction, CO",2017,42972,6496022,151170
"Grand Junction, CO",2018,45405,6944767,152951
"Grand Rapids, MI",2000,29680,27867948,938933
"Grand Rapids, MI",2001,30084,28551781,949059
"Grand Rapids, MI",2002,29879,28605399,957389
"Grand Rapids, MI",2003,30591,29500645,964358
"Grand Rapids, MI",2004,32223,31276871,970646
"Grand Rapids, MI",2005,33051,32251948,975837
"Grand Rapids, MI",2006,34608,33990084,982157
"Grand Rapids, MI",2007,35573,35105348,986863
"Grand Rapids, MI",2008,37225,36851083,989942
"Grand Rapids, MI",2009,34222,33936686,991670
"Grand Rapids, MI",2010,36191,35983765,994262
"Grand Rapids, MI",2011,39063,39163203,1002556
"Grand Rapids, MI",2012,41645,42214045,1013655
"Grand Rapids, MI",2013,41478,42535063,1025473
"Grand Rapids, MI",2014,43378,44950188,1036234
"Grand Rapids, MI",2015,45819,47874136,1044842
"Grand Rapids, MI",2016,46661,49213869,1054710
"Grand Rapids, MI",2017,47501,50525630,1063670
"Grand Rapids, MI",2018,49054,52555045,1071370
"Grants Pass, OR",2000,22248,1687556,75851
"Grants Pass, OR",2001,23258,1778105,76452
"Grants Pass, OR",2002,23419,1819944,77712
"Grants Pass, OR",2003,24234,1909159,78779
"Grants Pass, OR",2004,25922,2066742,79729
"Grants Pass, OR",2005,27196,2193668,80660
"Grants Pass, OR",2006,28691,2341187,81601
"Grants Pass, OR",2007,29659,2424515,81746
"Grants Pass, OR",2008,29338,2417149,82389
"Grants Pass, OR",2009,29388,2419056,82315
"Grants Pass, OR",2010,30081,2493113,82879
"Grants Pass, OR",2011,31045,2567460,82702
"Grants Pass, OR",2012,32295,2672588,82755
"Grants Pass, OR",2013,32659,2714952,83131
"Grants Pass, OR",2014,34761,2898306,83377
"Grants Pass, OR",2015,36695,3101754,84528
"Grants Pass, OR",2016,37828,3234439,85504
"Grants Pass, OR",2017,39566,3425747,86584
"Grants Pass, OR",2018,41909,3652347,87150
"Great Falls, MT",2000,24618,1977231,80318
"Great Falls, MT",2001,25736,2060260,80055
"Great Falls, MT",2002,26821,2141602,79848
"Great Falls, MT",2003,27986,2228618,79633
"Great Falls, MT",2004,29455,2362233,80198
"Great Falls, MT",2005,30780,2463626,80041
"Great Falls, MT",2006,33414,2672578,79984
"Great Falls, MT",2007,34912,2796383,80099
"Great Falls, MT",2008,36232,2917692,80529
"Great Falls, MT",2009,36541,2948113,80680
"Great Falls, MT",2010,38344,3125339,81507
"Great Falls, MT",2011,39540,3231012,81714
"Great Falls, MT",2012,40410,3298332,81622
"Great Falls, MT",2013,39928,3281825,82194
"Great Falls, MT",2014,41970,3443925,82056
"Great Falls, MT",2015,43393,3552956,81878
"Great Falls, MT",2016,44272,3610915,81562
"Great Falls, MT",2017,46031,3757683,81633
"Great Falls, MT",2018,47889,3911977,81688
"Greeley, CO",2000,25552,4672397,182861
"Greeley, CO",2001,26116,5023661,192360
"Greeley, CO",2002,24871,5029756,202234
"Greeley, CO",2003,25200,5263147,208858
"Greeley, CO",2004,26905,5793336,215322
"Greeley, CO",2005,28569,6367491,222879
"Greeley, CO",2006,29898,6897569,230703
"Greeley, CO",2007,32016,7609966,237692
"Greeley, CO",2008,33762,8219182,243442
"Greeley, CO",2009,32573,8084319,248193
"Greeley, CO",2010,33092,8412326,254207
"Greeley, CO",2011,35055,9073250,258827
"Greeley, CO",2012,37088,9796051,264131
"Greeley, CO",2013,38793,10480583,270165
"Greeley, CO",2014,42283,11717193,277112
"Greeley, CO",2015,43925,12554457,285819
"Greeley, CO",2016,43745,12935823,295712
"Greeley, CO",2017,44479,13605424,305885
"Greeley, CO",2018,48035,15122272,314815
"Green Bay, WI",2000,29874,8462652,283282
"Green Bay, WI",2001,30280,8653562,285783
"Green Bay, WI",2002,31097,8978063,288713
"Green Bay, WI",2003,32061,9335137,291169
"Green Bay, WI",2004,33340,9821101,294570
"Green Bay, WI",2005,34226,10158299,296800
"Green Bay, WI",2006,35924,10730573,298702
"Green Bay, WI",2007,37432,11274066,301190
"Green Bay, WI",2008,38937,11777070,302468
"Green Bay, WI",2009,37999,11577724,304686
"Green Bay, WI",2010,39375,12078452,306754
"Green Bay, WI",2011,41462,12795702,308613
"Green Bay, WI",2012,43582,13536902,310605
"Green Bay, WI",2013,43870,13685094,311947
"Green Bay, WI",2014,45483,14281744,314003
"Green Bay, WI",2015,47050,14851555,315652
"Green Bay, WI",2016,47413,15047266,317369
"Green Bay, WI",2017,49044,15679209,319694
"Green Bay, WI",2018,51575,16575483,321384
"Greensboro, NC",2000,28383,18318804,645409
"Greensboro, NC",2001,28799,18797971,652741
"Greensboro, NC",2002,28766,18924069,657855
"Greensboro, NC",2003,29120,19310364,663140
"Greensboro, NC",2004,30749,20531223,667711
"Greensboro, NC",2005,31970,21646113,677080
"Greensboro, NC",2006,33804,23312438,689637
"Greensboro, NC",2007,34725,24324180,700485
"Greensboro, NC",2008,35304,25115652,711405
"Greensboro, NC",2009,33672,24206589,718902
"Greensboro, NC",2010,34394,24944816,725264
"Greensboro, NC",2011,35376,25827833,730095
"Greensboro, NC",2012,37126,27305455,735475
"Greensboro, NC",2013,36774,27234702,740604
"Greensboro, NC",2014,38672,28868290,746497
"Greensboro, NC",2015,40447,30387253,751285
"Greensboro, NC",2016,40720,30891476,758635
"Greensboro, NC",2017,42026,32026918,762071
"Greensboro, NC",2018,43437,33293181,766473
"Greenville, NC",2000,25150,3377579,134298
"Greenville, NC",2001,25465,3478655,136605
"Greenville, NC",2002,25781,3586852,139128
"Greenville, NC",2003,26294,3723532,141610
"Greenville, NC",2004,27415,3961101,144486
"Greenville, NC",2005,28905,4275890,147929
"Greenville, NC",2006,30443,4655763,152934
"Greenville, NC",2007,31783,5005166,157479
"Greenville, NC",2008,32994,5348814,162116
"Greenville, NC",2009,31969,5293454,165581
"Greenville, NC",2010,32567,5499331,168863
"Greenville, NC",2011,33398,5704146,170791
"Greenville, NC",2012,35655,6167597,172980
"Greenville, NC",2013,35409,6174600,174380
"Greenville, NC",2014,36761,6432153,174974
"Greenville, NC",2015,37802,6655771,176071
"Greenville, NC",2016,38565,6832669,177171
"Greenville, NC",2017,39958,7136799,178607
"Greenville, NC",2018,41841,7513687,179575
"Greenville, SC",2000,26607,19363248,727743
"Greenville, SC",2001,27461,20202152,735668
"Greenville, SC",2002,27593,20450011,741131
"Greenville, SC",2003,27780,20759110,747276
"Greenville, SC",2004,28303,21345847,754196
"Greenville, SC",2005,29334,22383450,763048
"Greenville, SC",2006,31066,24153271,777494
"Greenville, SC",2007,32695,25943493,793500
"Greenville, SC",2008,33357,26977579,808765
"Greenville, SC",2009,31703,25973564,819279
"Greenville, SC",2010,32822,27098891,825625
"Greenville, SC",2011,34382,28647783,833220
"Greenville, SC",2012,36034,30300987,840903
"Greenville, SC",2013,36434,30911264,848417
"Greenville, SC",2014,38457,33083695,860285
"Greenville, SC",2015,40251,35119779,872521
"Greenville, SC",2016,41049,36301109,884327
"Greenville, SC",2017,42736,38263780,895357
"Greenville, SC",2018,44269,40152888,907028
"Gulfport, MS",2000,24192,9170110,379061
"Gulfport, MS",2001,24275,9279990,382293
