city_merge_name,population,year,violent_crime,property_crime,rev_total,police,education_services,education,educ_higher,educ_elem_sec,social_services,public_welfare,welfare_cash,welfare_vendors,welfare_other,correction,parks_recreation,housing_commdevt,per_capita_personal_income_dollars,personal_income_thousands_of_dollars,population_persons,total_estimate_educational_attainment_population_25_years_and_over,percent_below_poverty_level_estimate_age_65_years_and_over,"percent_below_poverty_level_estimate_worked_full-time,_year-round_in_the_past_12_months",total_estimate_age_18_to_64_years,total_estimate_employment_status_civilian_labor_force_16_years_and_over,total_estimate_population_for_whom_poverty_status_is_determined,percent_below_poverty_level_estimate_age_under_18_years,percent_below_poverty_level_estimate_population_for_whom_poverty_status_is_determined,total_estimate_sex_female,total_estimate_work_experience_population_16_years_and_over,total_estimate_mean_income_deficit_for_unrelated_individuals_(dollars),total_estimate_age_under_18_years,total_estimate_sex_male,total_estimate_age_65_years_and_over,percent_below_poverty_level_estimate_age_18_to_64_years,percent_race_one_race_asian,percent_race_one_race_black_or_african_american,percent_race_one_race_native_hawaiian_and_other_pacific_islander,percent_race_one_race_white,percent_hispanic_or_latino
"Bismarck, ND",129464.0,2015.0,0.002271,0.016676,4610.51,258.83,1650.58,1617.94,0.0,1617.94,116.72,75.88,0.0,0.0,75.88,28.07,484.32,88.89,55792.0,6992098.0,125325.0,87041.0,7.5,6.7,79845.0,73186.0,125829.0,11.4,10.5,62573.0,100517.0,6117.0,27800.0,63256.0,18184.0,10.9,0.7,1.5,0.0,89.8,2.7
"Bismarck, ND",129489.0,2016.0,0.002935,0.028389,4409.64,225.56,1423.61,1392.44,0.0,1392.44,126.17,88.04,0.0,0.0,88.04,250.88,361.12,90.53,54447.0,6927416.0,127233.0,87044.0,8.6,1.1,79013.0,74566.0,126627.0,10.7,9.2,62906.0,100781.0,7456.0,29077.0,63721.0,18537.0,8.8,0.5,1.6,0.1,89.2,2.6
"Bismarck, ND",131352.0,2017.0,0.00322,0.026935,4396.7,289.94,1349.76,1305.91,0.0,1305.91,119.87,73.56,0.0,0.0,73.56,364.42,388.57,84.39,54526.0,6985640.0,128115.0,87299.0,10.8,2.0,78283.0,72067.0,129129.0,10.8,9.1,64501.0,100782.0,7162.0,31570.0,64628.0,19276.0,8.0,0.6,2.4,0.0,88.2,2.4
"Fargo, ND",222166.0,2013.0,0.002557,0.022812,5053.51,173.79,1440.12,1408.14,0.0,1408.14,174.31,81.6,0.0,0.0,81.6,64.13,350.14,123.37,47009.0,10499977.0,223360.0,134550.0,5.3,4.9,142391.0,125959.0,214216.0,13.6,13.9,106278.0,170597.0,6121.0,48422.0,107938.0,23403.0,15.5,2.1,2.5,0.0,91.8,2.8
"Fargo, ND",227885.0,2014.0,0.002519,0.021757,4910.76,181.01,1481.52,1449.64,0.0,1449.64,176.16,83.59,0.0,0.0,83.59,64.21,363.69,112.97,49748.0,11332101.0,227790.0,140101.0,7.3,2.6,144335.0,129894.0,218948.0,14.5,12.5,108996.0,173301.0,6407.0,49975.0,109952.0,24638.0,12.7,2.3,3.5,0.0,90.2,2.9
"Fargo, ND",233045.0,2015.0,0.002493,0.024034,5218.35,189.4,1625.72,1592.12,0.0,1592.12,178.22,87.12,0.0,0.0,87.12,68.13,416.0,126.52,50423.0,11743034.0,232891.0,143311.0,6.4,2.9,146301.0,132238.0,225211.0,8.5,11.1,111731.0,178400.0,6614.0,51882.0,113480.0,27028.0,12.8,2.4,3.7,0.0,90.0,3.0
"Fargo, ND",234910.0,2016.0,0.002703,0.02472,5031.63,219.75,1586.06,1552.56,0.0,1552.56,179.96,86.02,0.0,0.0,86.02,70.47,381.07,115.48,50008.0,11864177.0,237244.0,146727.0,8.1,3.9,149330.0,136427.0,229432.0,15.2,11.9,111756.0,180602.0,6185.0,53445.0,117676.0,26657.0,11.4,2.3,4.5,0.0,88.7,3.1
"Fargo, ND",239227.0,2017.0,0.002801,0.024057,5175.5,227.22,1547.56,1512.98,0.0,1512.98,167.65,72.69,0.0,0.0,72.69,72.51,420.37,109.78,50834.0,12276915.0,241511.0,152098.0,4.2,3.7,151668.0,143060.0,233116.0,8.0,9.7,113659.0,184135.0,6362.0,54089.0,119457.0,27359.0,11.2,2.6,5.1,0.1,87.6,3.2
"Lincoln, NE",304589.0,2010.0,0.004268,0.036127,4601.24,186.33,1809.9,1775.15,0.0,1775.15,209.94,78.94,0.0,0.0,78.94,111.45,88.45,118.95,38590.0,11691240.0,302961.0,184754.0,5.8,4.8,185974.0,166525.0,287423.0,19.2,15.4,145806.0,226148.0,5666.0,68309.0,141617.0,33140.0,15.8,3.6,3.2,0.4,89.7,5.7
"Lincoln, NE",304853.0,2011.0,0.003244,0.03584,4540.6,174.09,1726.25,1691.81,0.0,1691.81,216.89,91.52,0.0,0.0,91.52,84.32,60.57,151.28,40454.0,12403925.0,306619.0,185943.0,4.8,4.8,190014.0,172010.0,292126.0,19.1,14.9,145625.0,230265.0,5759.0,68836.0,146501.0,33276.0,15.1,3.7,3.5,0.0,89.1,5.8
"Lincoln, NE",308646.0,2012.0,0.003538,0.035439,4682.64,182.63,1709.4,1675.55,0.0,1675.55,123.75,39.24,0.0,0.0,39.24,93.83,50.71,145.05,42386.0,13153624.0,310328.0,188199.0,5.3,4.5,189865.0,172175.0,295065.0,14.4,13.3,148140.0,232291.0,6350.0,70381.0,146925.0,34819.0,14.3,3.4,3.4,0.1,88.6,6.0
"Lincoln, NE",313545.0,2013.0,0.003288,0.031976,4718.56,182.59,1629.57,1611.26,0.0,1611.26,142.37,47.23,0.0,0.0,47.23,103.93,59.78,136.58,42005.0,13193908.0,314103.0,192485.0,6.3,6.2,192411.0,175682.0,302836.0,18.3,15.5,152860.0,237107.0,6239.0,73675.0,149976.0,36750.0,16.1,3.6,4.0,0.0,86.7,6.0
"Lincoln, NE",317498.0,2014.0,0.0030139999999999,0.030488,4752.98,177.12,1593.3,1566.31,0.0,1566.31,176.68,47.19,0.0,0.0,47.19,106.13,83.19,134.2,43400.0,13872083.0,319634.0,193591.0,4.3,4.5,193582.0,175022.0,305176.0,17.2,14.0,154813.0,238963.0,5758.0,73082.0,150363.0,38512.0,14.8,4.2,3.9,0.0,88.0,6.4
"Lincoln, NE",323292.0,2015.0,0.0033,0.029543,4976.49,181.33,1737.25,1712.3,0.0,1712.3,166.08,51.34,0.0,0.0,51.34,107.34,67.03,119.29,45245.0,14618323.0,323090.0,196384.0,6.5,5.8,194830.0,176224.0,308648.0,14.0,13.7,155618.0,241661.0,5392.0,73513.0,153030.0,40305.0,15.0,3.7,3.8,0.1,87.4,6.4
"Lincoln, NE",327353.0,2016.0,0.003223,0.028239,5040.68,183.58,1972.26,1948.03,0.0,1948.03,174.4,50.4,0.0,0.0,50.4,108.8,64.75,115.81,45670.0,14952753.0,327409.0,198404.0,5.3,4.6,195734.0,181392.0,311873.0,13.6,12.4,157209.0,246103.0,6716.0,73878.0,154664.0,42261.0,13.4,3.9,3.9,0.0,86.9,6.6
"Omaha, NE",867616.0,2010.0,0.0038669999999999,0.030871,6772.24,274.18,1795.95,1756.65,0.0,1756.65,173.56,15.95,0.0,0.0,15.95,83.98,184.35,176.93,44912.0,38968526.0,867671.0,552143.0,6.8,3.0,537555.0,480556.0,850747.0,17.7,12.4,432487.0,653479.0,5959.0,220323.0,418260.0,92869.0,11.2,1.8,7.6,0.1,85.1,9.0
"Omaha, NE",872617.0,2011.0,0.003838,0.03355,6517.32,245.19,1602.79,1564.85,0.0,1564.85,162.32,24.82,0.0,0.0,24.82,79.02,216.53,142.09,48605.0,42578963.0,876022.0,558426.0,7.9,2.9,538396.0,474063.0,856652.0,18.0,12.6,434180.0,657140.0,6247.0,223057.0,422472.0,95199.0,11.2,2.2,7.6,0.0,84.0,9.3
"Omaha, NE",882865.0,2012.0,0.004071,0.033688,6411.44,296.7,1691.38,1656.15,0.0,1656.15,142.47,28.8,0.0,0.0,28.8,81.32,184.23,128.85,50406.0,44587051.0,884555.0,567068.0,7.5,3.0,541694.0,473766.0,867442.0,18.4,13.0,439685.0,664214.0,6361.0,226491.0,427757.0,99257.0,11.7,2.3,7.9,0.1,83.8,9.3
"Omaha, NE",893630.0,2013.0,0.003874,0.0324519999999999,6419.99,299.99,1657.18,1616.61,0.0,1616.61,127.43,22.05,0.0,0.0,22.05,77.94,68.79,116.17,48698.0,43529572.0,893864.0,574046.0,8.4,3.1,547011.0,480839.0,878790.0,16.7,12.7,445099.0,673789.0,6321.0,229280.0,433691.0,102499.0,11.8,2.2,7.5,0.0,85.2,9.5
"Omaha, NE",903607.0,2014.0,0.003649,0.0312869999999999,6685.47,295.85,1649.08,1612.37,0.0,1612.37,127.39,21.19,0.0,0.0,21.19,78.53,77.49,115.38,52044.0,47013108.0,903335.0,582047.0,6.7,2.6,548748.0,489104.0,887427.0,14.6,11.3,446700.0,680069.0,6511.0,231936.0,440727.0,106743.0,10.8,2.4,7.7,0.1,85.0,9.7
"Omaha, NE",914414.0,2015.0,0.003256,0.026685,6600.81,310.33,1716.07,1681.81,0.0,1681.81,125.01,20.16,0.0,0.0,20.16,77.53,67.85,109.18,53835.0,49154914.0,913073.0,588061.0,6.8,3.2,552871.0,485208.0,897648.0,18.3,12.3,452576.0,688177.0,6455.0,234050.0,445072.0,110727.0,10.9,2.7,7.8,0.1,84.4,10.0
"Omaha, NE",923710.0,2016.0,0.003512,0.027514,6179.09,320.41,1854.37,1815.99,0.0,1815.99,135.76,20.71,0.0,0.0,20.71,85.15,73.55,113.55,52984.0,48927405.0,923431.0,595745.0,7.2,2.6,555403.0,493053.0,904247.0,12.9,10.3,456185.0,696197.0,7415.0,233046.0,448062.0,115798.0,9.9,2.7,7.6,0.1,85.0,10.2
"Omaha, NE",933488.0,2017.0,0.003845,0.027649,6566.96,313.17,2015.97,1980.91,0.0,1980.91,141.19,20.62,0.0,0.0,20.62,89.3,65.8,112.68,54968.0,51228997.0,931987.0,604655.0,7.0,2.3,558752.0,506809.0,914676.0,12.6,9.6,462231.0,707023.0,7242.0,234911.0,452445.0,121013.0,8.8,2.9,7.4,0.1,84.2,10.5
"Manchester, NH",403165.0,2010.0,0.002185,0.022108,5093.86,261.76,1667.54,1646.4,0.0,1646.4,124.56,80.01,2.2,0.0,77.81,42.42,54.75,321.34,47609.0,19093904.0,401055.0,268854.0,5.9,0.7,250045.0,225495.0,387967.0,10.4,7.1,197205.0,307010.0,6013.0,92433.0,190762.0,45489.0,6.1,3.4,1.8,0.0,91.1,5.3
"Manchester, NH",401245.0,2011.0,0.002545,0.023467,4974.76,235.03,1663.36,1643.33,0.0,1643.33,122.03,78.84,1.45,0.0,77.39,40.71,52.38,307.89,50062.0,20163586.0,402774.0,270923.0,5.8,1.7,255426.0,225620.0,394420.0,11.3,8.2,198366.0,314068.0,5738.0,91413.0,196054.0,47581.0,7.6,3.0,2.1,0.0,91.2,5.5
"Manchester, NH",402466.0,2012.0,0.002475,0.023043,4573.83,309.46,1685.28,1658.64,0.0,1658.64,135.04,80.61,2.23,0.0,78.37,39.02,57.0,321.29,52183.0,21100002.0,404344.0,273956.0,6.0,1.7,256332.0,226319.0,394445.0,16.2,9.8,198620.0,316419.0,6667.0,88984.0,195825.0,49129.0,8.3,3.5,2.1,0.0,91.2,5.6
"Manchester, NH",403992.0,2013.0,0.0028139999999999,0.023095,4547.6,305.73,1604.77,1577.79,0.0,1577.79,124.74,74.01,2.38,0.0,71.64,36.47,48.3,336.42,51707.0,20955970.0,405281.0,275402.0,5.7,3.9,255779.0,221861.0,395786.0,12.0,9.6,198871.0,317447.0,6799.0,88376.0,196915.0,51631.0,9.6,3.7,2.4,0.0,89.9,5.8
"Manchester, NH",405230.0,2014.0,0.00267,0.020751,4665.85,312.61,1584.03,1556.08,0.0,1556.08,100.92,76.04,3.88,0.0,72.16,35.51,86.77,280.42,53327.0,21718569.0,407275.0,278215.0,5.6,1.7,256774.0,230662.0,397118.0,12.0,8.7,200226.0,321606.0,6668.0,86624.0,196892.0,53720.0,8.2,3.6,2.3,0.0,90.6,6.0
"Manchester, NH",406602.0,2015.0,0.0028139999999999,0.019237,4557.88,225.36,1594.8,1574.7,0.0,1574.7,100.63,74.91,0.0,0.0,74.91,39.52,101.81,257.87,54788.0,22407570.0,408985.0,279250.0,7.3,1.3,256702.0,229579.0,397540.0,8.8,8.0,200380.0,324013.0,6004.0,84857.0,197160.0,55981.0,7.9,3.8,2.9,0.0,91.1,6.2
"Manchester, NH",408233.0,2016.0,0.002685,0.0152559999999999,4417.66,258.0,1604.95,1585.15,0.0,1585.15,108.01,83.42,0.0,0.0,83.42,39.51,103.91,305.28,56615.0,23287695.0,411333.0,282653.0,5.9,1.6,257251.0,231272.0,399477.0,9.8,8.2,198807.0,325238.0,7004.0,84338.0,200670.0,57888.0,8.1,3.6,2.4,0.0,90.1,6.5
"Manchester, NH",410406.0,2017.0,0.002658,0.014013,4609.58,219.37,1566.72,1548.78,0.0,1548.78,113.09,89.04,0.0,0.0,89.04,41.81,58.87,276.65,58566.0,24199521.0,413204.0,285642.0,4.7,1.0,258310.0,234162.0,401265.0,11.7,8.2,201338.0,329112.0,7528.0,83259.0,199927.0,59696.0,7.8,4.0,3.0,0.1,89.6,6.7
"Albuquerque, NM",884210.0,2010.0,0.006704,0.0389609999999999,4389.0,444.19,1736.16,1707.5,0.0,1707.5,155.26,79.05,0.0,40.31,38.74,130.96,236.82,97.99,34438.0,30634965.0,889558.0,581075.0,10.9,3.0,557152.0,440149.0,881703.0,25.9,17.2,451052.0,689803.0,6546.0,215114.0,430651.0,109437.0,15.2,1.9,2.6,0.0,70.0,46.9
"Albuquerque, NM",897005.0,2011.0,0.00662,0.040507,4101.83,410.56,1521.38,1493.92,0.0,1493.92,139.87,65.65,0.0,38.33,27.32,125.79,225.2,87.26,35609.0,31977757.0,898016.0,584667.0,9.7,3.8,558195.0,439911.0,887261.0,28.4,20.4,452019.0,693686.0,6579.0,217150.0,435242.0,111916.0,19.5,1.7,2.9,0.1,68.4,47.0
"Albuquerque, NM",902627.0,2013.0,0.007423,0.0448369999999999,3957.45,377.33,1347.27,1319.67,0.0,1319.67,111.42,48.86,0.0,17.31,31.55,121.75,224.74,109.17,35354.0,31993265.0,904953.0,594532.0,10.5,4.7,555843.0,437107.0,890054.0,28.7,19.4,453929.0,702277.0,6918.0,211265.0,436125.0,122946.0,17.9,2.2,2.7,0.1,77.1,47.9
"Albuquerque, NM",903982.0,2014.0,0.007403,0.042705,3945.02,360.59,1323.03,1295.31,0.0,1295.31,122.77,65.07,0.0,22.13,42.94,117.72,204.02,98.08,37466.0,33889057.0,904538.0,603979.0,13.3,5.2,556260.0,439774.0,893947.0,25.3,19.2,456987.0,708978.0,6919.0,207729.0,436960.0,129958.0,18.4,2.1,2.4,0.0,72.4,47.9
"Albuquerque, NM",905803.0,2015.0,0.007926,0.046078,3922.72,379.06,1444.92,1418.39,0.0,1418.39,131.93,78.24,0.0,15.66,62.58,108.32,203.79,90.37,38924.0,35265941.0,906026.0,606954.0,10.4,6.1,554808.0,435036.0,894118.0,25.7,18.7,455154.0,713201.0,6874.0,205552.0,438964.0,133758.0,18.1,2.0,2.9,0.1,71.6,48.3
"Albuquerque, NM",907140.0,2016.0,0.00901,0.0528869999999999,3982.47,378.97,1416.56,1389.06,0.0,1389.06,134.49,75.5,0.0,15.32,60.18,105.93,200.03,90.76,40241.0,36588821.0,909237.0,619321.0,8.9,5.5,555965.0,441667.0,902636.0,25.6,16.9,461043.0,722076.0,6681.0,205594.0,441593.0,141077.0,15.7,2.3,2.6,0.1,71.9,48.6
"Albuquerque, NM",915069.0,2017.0,0.010849,0.0549889999999999,4019.42,376.07,1387.49,1359.28,0.0,1359.28,134.86,69.65,0.0,16.28,53.37,95.84,201.43,31.8,40912.0,37324817.0,912311.0,620727.0,8.9,3.5,554736.0,432722.0,901299.0,20.2,15.5,462781.0,723720.0,7509.0,201108.0,438518.0,145455.0,15.6,2.3,2.5,0.1,77.6,49.1
"Las Cruces, NM",212820.0,2010.0,0.003501,0.030185,4302.07,375.8,1373.46,1347.25,0.0,1347.25,129.22,65.78,0.0,38.58,27.19,128.98,115.76,101.29,30196.0,6343985.0,210097.0,124081.0,14.0,6.5,122926.0,95788.0,203917.0,35.5,26.3,105152.0,153968.0,6819.0,55471.0,98765.0,25520.0,24.7,1.1,1.2,0.0,90.0,65.9
"Las Cruces, NM",211575.0,2011.0,0.0036769999999999,0.03214,4397.63,295.8,1500.89,1472.58,0.0,1472.58,77.14,47.36,0.0,47.36,0.0,130.55,63.09,46.71,30748.0,6553149.0,213126.0,126997.0,16.5,7.2,126082.0,98753.0,208646.0,42.1,30.8,107084.0,159151.0,6356.0,55935.0,101562.0,26629.0,28.8,1.3,1.7,0.0,90.0,65.9
"Las Cruces, NM",213938.0,2012.0,0.0033789999999999,0.030434,4112.5,377.47,1303.36,1274.19,0.0,1274.19,115.18,67.24,0.0,67.01,0.23,121.76,108.66,142.55,31304.0,6713247.0,214450.0,127902.0,12.7,5.4,125464.0,102387.0,209622.0,41.4,27.1,106835.0,159568.0,5831.0,56492.0,102787.0,27666.0,23.9,1.2,1.7,0.0,89.3,66.4
"Las Cruces, NM",215083.0,2013.0,0.003329,0.0296719999999999,4088.83,352.69,1253.83,1230.79,0.0,1230.79,110.2,64.38,0.0,64.18,0.2,116.68,140.75,66.85,30423.0,6519376.0,214288.0,124997.0,12.9,10.8,125782.0,101845.0,208101.0,39.3,27.8,106298.0,159738.0,5978.0,54006.0,101803.0,28313.0,26.3,0.7,1.7,0.0,89.7,66.6
"Las Cruces, NM",213753.0,2014.0,0.002858,0.030507,4045.47,371.29,1191.48,1172.13,0.0,1172.13,113.32,66.42,0.0,66.25,0.17,119.32,95.14,21.5,31947.0,6834492.0,213933.0,125318.0,13.7,7.2,124633.0,99160.0,208588.0,43.2,29.6,106900.0,159975.0,7560.0,54439.0,101688.0,29516.0,27.5,1.2,1.9,0.0,88.5,66.8
"Las Cruces, NM",213936.0,2015.0,0.002613,0.030855,4098.12,375.18,1278.57,1258.84,0.0,1258.84,114.94,67.36,0.0,67.19,0.16,120.8,96.36,21.48,33555.0,7181934.0,214034.0,127727.0,8.9,1.1,124823.0,95183.0,209502.0,44.0,27.1,107584.0,161115.0,7139.0,54185.0,101918.0,30494.0,24.3,1.1,1.7,0.0,89.2,67.1
"Las Cruces, NM",214233.0,2016.0,0.00253,0.029673,3936.38,355.59,1202.32,1179.29,0.0,1179.29,112.71,65.89,0.0,65.73,0.16,118.18,63.37,21.31,34578.0,7422695.0,214663.0,127638.0,11.4,5.7,123293.0,95659.0,208446.0,40.7,27.1,106691.0,162037.0,6915.0,52890.0,101755.0,32263.0,25.3,1.1,1.7,0.0,90.8,68.0
"Las Vegas, NV",1951609.0,2010.0,0.007634,0.029219,6200.11,386.28,1730.09,1679.29,0.0,1679.29,605.61,164.52,0.0,0.0,164.52,202.46,589.81,97.64,35646.0,69601904.0,1952587.0,1273223.0,7.9,1.7,1228829.0,1015714.0,1932015.0,22.8,15.1,962026.0,1504821.0,7008.0,483476.0,969989.0,219710.0,13.3,8.7,10.4,0.7,67.9,29.2
"Las Vegas, NV",1967721.0,2011.0,0.00647,0.027278,5929.69,358.13,1663.83,1621.76,0.0,1621.76,564.95,144.6,0.0,0.0,144.6,221.92,478.0,88.01,36939.0,72471475.0,1961925.0,1287902.0,9.8,3.8,1235430.0,1001296.0,1946168.0,23.5,16.9,970642.0,1516394.0,7270.0,481848.0,975526.0,228890.0,15.6,8.5,10.5,0.7,67.6,29.7
"Las Vegas, NV",1995735.0,2012.0,0.006965,0.02966,5729.19,339.87,1537.37,1501.11,0.0,1501.11,556.59,136.97,0.0,0.0,136.97,219.68,282.76,128.1,38921.0,77423058.0,1989224.0,1313509.0,8.7,3.1,1249734.0,1023668.0,1975043.0,23.6,16.4,985725.0,1546918.0,7302.0,482220.0,989318.0,243089.0,15.0,9.0,10.7,0.7,64.5,29.8
"Las Vegas, NV",2025864.0,2013.0,0.00678,0.030168,5801.28,326.91,1494.92,1460.18,0.0,1460.18,499.13,132.15,0.0,0.0,132.15,205.69,239.69,138.39,38316.0,77290997.0,2017193.0,1339776.0,9.2,3.5,1263363.0,1035843.0,2002803.0,23.5,16.1,1002383.0,1576447.0,7354.0,482192.0,1000420.0,257248.0,14.6,9.3,10.8,0.7,62.7,30.0
"Las Vegas, NV",2066423.0,2014.0,0.00743,0.027918,5667.11,331.13,1463.14,1428.69,0.0,1428.69,479.09,126.65,0.0,0.0,126.65,217.25,245.02,119.96,40552.0,83258428.0,2053134.0,1377522.0,8.7,3.5,1286984.0,1047588.0,2044680.0,22.4,15.2,1025756.0,1613631.0,7198.0,485252.0,1018924.0,272444.0,13.8,9.3,11.1,0.7,62.5,30.3
"Las Vegas, NV",2111967.0,2015.0,0.00815,0.028178,5671.41,329.98,1487.39,1455.16,0.0,1455.16,467.61,129.68,0.0,0.0,129.68,210.18,331.25,131.75,43028.0,90217603.0,2096717.0,1416502.0,8.7,2.8,1311597.0,1063651.0,2088802.0,22.0,15.1,1049837.0,1650744.0,7455.0,490059.0,1038965.0,287146.0,13.9,9.7,11.0,0.7,62.2,30.6
"Las Vegas, NV",2155946.0,2016.0,0.00771,0.027279,5933.63,336.9,1537.08,1504.06,0.0,1504.06,453.13,120.41,0.0,0.0,120.41,214.43,255.42,114.72,43950.0,94001080.0,2138836.0,1449829.0,8.7,3.8,1328813.0,1083008.0,2126703.0,19.9,14.2,1070437.0,1686393.0,7733.0,496834.0,1056266.0,301056.0,13.4,9.8,11.5,0.8,61.7,30.9
"Las Vegas, NV",2203346.0,2017.0,0.006079,0.0277919999999999,5861.31,350.97,1666.45,1633.19,0.0,1633.19,479.1,120.14,0.0,0.0,120.14,220.18,232.77,107.74,45798.0,99914746.0,2181635.0,1490048.0,8.5,3.8,1355951.0,1112265.0,2174635.0,20.3,13.8,1093532.0,1726470.0,7425.0,504137.0,1081103.0,314547.0,12.7,10.2,11.7,0.7,58.8,31.3
"Reno, NV",425023.0,2010.0,0.004233,0.0277609999999999,5362.54,432.18,1592.68,1562.32,0.0,1562.32,231.56,176.1,0.0,0.0,176.1,166.06,237.64,337.42,43530.0,18541496.0,425951.0,279834.0,6.9,2.6,269713.0,225354.0,419670.0,21.7,15.8,209172.0,332230.0,6514.0,99143.0,210498.0,50814.0,15.2,5.2,2.5,0.2,83.7,22.2
"Reno, NV",429004.0,2011.0,0.003916,0.024363,5188.42,437.76,1489.9,1460.65,0.0,1460.65,222.64,172.29,0.0,0.0,172.29,147.38,212.76,326.18,45369.0,19413471.0,427901.0,282860.0,10.3,3.1,270680.0,225391.0,423382.0,16.5,13.1,211732.0,337253.0,6754.0,98870.0,211650.0,53832.0,12.3,4.8,2.7,0.6,78.7,22.5
"Reno, NV",435223.0,2012.0,0.003954,0.026354,5051.73,344.34,1463.62,1434.25,0.0,1434.25,219.09,174.63,0.0,0.0,174.63,148.85,194.27,353.33,43597.0,18799486.0,431208.0,287348.0,7.2,4.4,273156.0,226844.0,428289.0,27.1,18.2,212207.0,340408.0,7086.0,98262.0,216082.0,56871.0,17.3,5.4,2.3,0.7,81.7,22.8
"Reno, NV",438372.0,2013.0,0.00378,0.0259709999999999,5152.31,373.17,1432.51,1409.14,0.0,1409.14,201.99,157.86,0.0,0.0,157.86,150.76,182.53,278.51,43631.0,18974275.0,434878.0,294656.0,7.4,2.8,272872.0,231385.0,432828.0,19.0,15.0,217219.0,348034.0,7204.0,97751.0,215609.0,62205.0,15.3,5.3,2.3,0.5,81.5,23.0
"Reno, NV",444810.0,2014.0,0.003788,0.023947,5224.11,359.67,1360.97,1338.31,0.0,1338.31,246.52,191.76,0.0,0.0,191.76,137.77,174.14,298.11,46204.0,20334744.0,440110.0,301087.0,7.6,4.7,276816.0,228117.0,439217.0,18.8,15.5,219065.0,353333.0,7616.0,97369.0,220152.0,65032.0,16.2,5.0,2.2,0.6,81.7,23.4
"Reno, NV",451184.0,2015.0,0.004477,0.025923,5286.57,369.04,1434.89,1412.58,0.0,1412.58,249.41,188.81,0.0,0.0,188.81,144.87,154.18,265.16,50752.0,22652172.0,446329.0,307851.0,6.3,3.3,278914.0,237089.0,445497.0,17.6,13.6,221585.0,358031.0,6497.0,98362.0,223912.0,68221.0,14.0,5.0,2.2,0.7,79.4,23.7
"Reno, NV",457558.0,2016.0,0.005145,0.025933,5464.03,383.83,1429.32,1404.79,0.0,1404.79,259.42,205.51,0.0,0.0,205.51,155.14,179.73,253.8,52787.0,23949879.0,453709.0,313693.0,7.9,2.9,281947.0,242927.0,452272.0,16.1,12.2,224636.0,364796.0,7151.0,98681.0,227636.0,71644.0,11.9,5.6,2.3,0.5,78.5,24.0
"Reno, NV",465669.0,2017.0,0.005147,0.025497,5269.49,389.0,1439.13,1413.46,0.0,1413.46,269.28,208.79,0.0,0.0,208.79,167.07,212.05,242.82,57070.0,26286758.0,460605.0,320539.0,8.4,3.1,286029.0,248725.0,459690.0,12.9,10.8,228799.0,371179.0,7019.0,99645.0,230891.0,74016.0,10.7,5.4,2.3,0.6,78.0,24.4
"Buffalo, NY",1106808.0,2010.0,0.004837,0.030995,8227.03,377.62,3900.96,3866.97,155.98,3710.99,1151.26,427.3,127.95,39.61,259.74,106.4,57.0,241.84,38726.0,43978449.0,1135627.0,760017.0,8.5,3.1,693724.0,575143.0,1104149.0,21.4,14.4,569602.0,895187.0,5614.0,240754.0,534547.0,169671.0,13.4,2.2,11.9,0.0,81.9,4.1
"Buffalo, NY",1140613.0,2011.0,0.004392,0.029455,8323.28,368.52,3898.55,3864.53,150.97,3713.57,1096.77,390.71,122.87,42.36,225.48,119.04,70.26,553.13,40355.0,45825295.0,1135562.0,764806.0,8.8,2.6,694011.0,574573.0,1104235.0,21.6,14.8,570437.0,897435.0,6134.0,237202.0,533798.0,173022.0,13.9,2.4,11.9,0.0,81.4,4.3
"Buffalo, NY",1140160.0,2012.0,0.004425,0.029263,8269.2,356.16,3817.07,3786.45,144.09,3642.36,1036.98,349.89,129.1,15.16,205.63,118.64,67.93,453.38,41821.0,47450812.0,1134619.0,766608.0,7.2,2.2,693814.0,580420.0,1104704.0,21.5,14.2,571038.0,899680.0,5967.0,234537.0,533666.0,176353.0,13.6,2.6,12.1,0.1,80.9,4.3
"Buffalo, NY",1135074.0,2013.0,0.004302,0.02735,8373.1,362.54,3637.11,3607.99,140.09,3467.91,1009.25,364.14,125.99,31.78,206.37,124.71,87.12,400.53,42210.0,47907088.0,1134974.0,770902.0,9.2,2.4,692437.0,578063.0,1103165.0,22.8,14.9,571054.0,900782.0,6099.0,230580.0,532111.0,180148.0,13.7,2.6,12.2,0.0,80.4,4.5
"Buffalo, NY",1135581.0,2014.0,0.004355,0.026893,7692.44,360.72,3490.85,3460.01,144.36,3315.65,1006.08,366.08,137.76,32.37,195.95,126.74,82.81,5.57,43426.0,49290908.0,1135060.0,776666.0,9.1,3.5,692418.0,574313.0,1104342.0,22.0,14.8,570335.0,903906.0,5948.0,229437.0,534007.0,182487.0,13.9,2.9,12.3,0.1,79.9,4.6
"Buffalo, NY",1134390.0,2015.0,0.004018,0.024135,7607.04,373.09,3504.23,3470.81,144.57,3326.24,1086.29,404.39,150.67,47.5,206.22,126.96,123.43,4.91,45423.0,51464192.0,1133002.0,779985.0,8.2,3.1,689991.0,576052.0,1105425.0,25.4,15.7,571919.0,904389.0,6672.0,229329.0,533506.0,186105.0,14.5,3.1,12.4,0.0,79.6,4.8
