city_merge_name,population,year,violent_crime,property_crime,rev_total,police,education_services,education,educ_higher,educ_elem_sec,social_services,public_welfare,welfare_cash,welfare_vendors,welfare_other,correction,parks_recreation,housing_commdevt,per_capita_personal_income_dollars,personal_income_thousands_of_dollars,population_persons,total_estimate_educational_attainment_population_25_years_and_over,percent_below_poverty_level_estimate_age_65_years_and_over,"percent_below_poverty_level_estimate_worked_full-time,_year-round_in_the_past_12_months",total_estimate_age_18_to_64_years,total_estimate_employment_status_civilian_labor_force_16_years_and_over,total_estimate_population_for_whom_poverty_status_is_determined,percent_below_poverty_level_estimate_age_under_18_years,percent_below_poverty_level_estimate_population_for_whom_poverty_status_is_determined,total_estimate_sex_female,total_estimate_work_experience_population_16_years_and_over,total_estimate_mean_income_deficit_for_unrelated_individuals_(dollars),total_estimate_age_under_18_years,total_estimate_sex_male,total_estimate_age_65_years_and_over,percent_below_poverty_level_estimate_age_18_to_64_years,percent_race_one_race_asian,percent_race_one_race_black_or_african_american,percent_race_one_race_native_hawaiian_and_other_pacific_islander,percent_race_one_race_white,percent_hispanic_or_latino
"Rapid City, SD",143222.0,2014.0,0.003826,0.024626,4130.8,302.68,1103.2,1053.94,0.0,1053.94,93.93,15.61,0.0,13.75,1.87,142.24,211.18,128.65,44925.0,6030301.0,134231.0,95028.0,7.6,6.6,86116.0,74470.0,140171.0,16.0,11.9,70586.0,110040.0,5405.0,33044.0,69585.0,21011.0,11.3,1.0,1.3,0.1,84.9,4.7
"Rapid City, SD",145125.0,2015.0,0.004755,0.025943,4137.63,295.67,1048.5,996.27,0.0,996.27,93.98,15.09,0.0,14.69,0.4,136.94,215.17,119.7,46048.0,6209984.0,134858.0,96976.0,8.0,3.9,85075.0,73849.0,141399.0,12.7,10.5,69827.0,111497.0,5632.0,33163.0,71572.0,23161.0,10.3,1.4,0.6,0.2,85.5,4.4
"Rapid City, SD",145700.0,2016.0,0.0049489999999999,0.026122,4241.13,301.11,1129.54,1075.2,0.0,1075.2,99.16,21.99,0.0,15.51,6.48,151.01,225.64,118.62,46726.0,6375808.0,136450.0,95633.0,10.3,2.2,83356.0,73537.0,139472.0,22.6,15.1,70275.0,109346.0,6590.0,32508.0,69197.0,23608.0,13.5,1.3,1.2,0.0,84.7,4.6
"Rapid City, SD",146750.0,2017.0,0.004804,0.026371,4274.4,336.3,1119.43,1073.61,0.0,1073.61,92.62,16.91,0.0,14.73,2.18,155.95,242.13,115.66,47916.0,6633745.0,138444.0,97873.0,9.2,2.5,85309.0,74954.0,143155.0,13.1,11.8,70076.0,113953.0,6589.0,33212.0,73079.0,24634.0,12.0,1.4,1.3,0.4,85.3,5.2
"Sioux Falls, SD",242527.0,2010.0,0.002317,0.023655,4511.19,255.26,1753.09,1673.88,179.11,1494.77,91.54,21.15,0.0,11.52,9.63,75.27,235.05,113.47,46356.0,10620149.0,229099.0,144852.0,8.4,2.5,138783.0,128419.0,220502.0,11.7,10.3,110298.0,168711.0,5440.0,58444.0,110204.0,23275.0,10.0,1.6,3.0,0.0,90.7,3.4
"Sioux Falls, SD",231036.0,2011.0,0.002151,0.0238619999999999,4289.39,234.61,1668.99,1615.27,195.66,1419.61,88.96,18.51,0.0,11.6,6.91,73.13,174.15,108.37,47486.0,11023784.0,232150.0,149846.0,7.1,1.1,143110.0,132346.0,226999.0,11.2,9.3,114568.0,174254.0,5734.0,58828.0,112431.0,25061.0,8.9,1.3,3.0,0.0,90.6,3.3
"Sioux Falls, SD",235045.0,2012.0,0.003033,0.024744,4007.56,232.09,1663.28,1618.52,190.07,1428.45,92.5,20.77,0.0,17.53,3.24,77.54,225.89,130.91,49589.0,11754266.0,237032.0,152964.0,8.1,2.0,146523.0,133478.0,232585.0,13.8,10.2,116586.0,178276.0,5541.0,60198.0,115999.0,25864.0,9.1,1.6,3.6,0.0,89.2,3.6
"Sioux Falls, SD",241643.0,2013.0,0.002918,0.0236709999999999,4359.84,234.62,1731.92,1689.63,149.93,1539.7,89.24,21.12,0.0,16.73,4.39,70.36,321.18,127.41,48094.0,11627843.0,241772.0,156865.0,7.2,2.5,148322.0,137564.0,237869.0,11.1,9.0,118458.0,181857.0,6413.0,61849.0,119411.0,27698.0,8.4,1.2,2.9,0.1,89.8,3.7
"Sioux Falls, SD",247531.0,2014.0,0.003276,0.022789,4615.28,240.26,1745.56,1699.39,176.7,1522.69,95.9,16.5,0.0,12.95,3.55,67.35,560.88,106.85,51508.0,12677699.0,246133.0,158892.0,9.6,3.0,150012.0,144612.0,242617.0,11.8,9.7,122490.0,185881.0,6732.0,63412.0,120127.0,29193.0,8.8,1.6,3.6,0.0,89.4,4.1
"Sioux Falls, SD",252151.0,2015.0,0.003637,0.025033,4127.1,240.91,1750.5,1702.54,170.8,1531.75,92.37,21.51,0.0,17.4,4.11,71.66,429.4,107.85,55045.0,13761971.0,250012.0,162660.0,6.4,3.0,151891.0,138484.0,246683.0,15.6,11.5,122119.0,188095.0,6057.0,64301.0,124564.0,30491.0,10.7,1.4,3.7,0.0,88.1,4.1
"Sioux Falls, SD",256120.0,2016.0,0.003881,0.025141,4193.81,231.65,1940.3,1891.07,356.69,1534.38,92.41,20.65,0.0,16.53,4.12,73.16,207.9,100.08,56065.0,14274351.0,254602.0,164815.0,9.5,4.3,152680.0,144824.0,251233.0,10.5,8.9,125819.0,190723.0,5999.0,66715.0,125414.0,31838.0,8.0,2.1,3.8,0.0,88.5,4.1
"Sioux Falls, SD",259149.0,2017.0,0.003554,0.022748,4473.08,223.1,1744.98,1694.7,166.72,1527.98,85.28,21.09,0.0,17.03,4.06,79.97,247.29,113.72,57456.0,14943379.0,260083.0,168052.0,3.1,1.5,154065.0,146435.0,252991.0,6.8,6.8,126645.0,193611.0,7258.0,65719.0,126346.0,33207.0,7.6,1.6,4.6,0.1,88.6,4.1
"Chattanooga, TN",523569.0,2010.0,0.005226,0.037915,10532.03,349.26,1290.86,1242.48,0.0,1242.48,1965.11,143.77,0.0,31.31,112.46,96.04,163.35,334.15,35629.0,18852194.0,529131.0,357358.0,5.6,3.3,326787.0,267426.0,520255.0,25.4,16.0,269305.0,415640.0,5846.0,117716.0,250950.0,75752.0,15.0,1.3,14.0,0.0,81.2,3.7
"Chattanooga, TN",533526.0,2011.0,0.00501,0.03711,11038.64,375.22,1272.01,1220.75,0.0,1220.75,1969.91,155.98,0.0,25.91,130.06,72.38,163.04,306.38,37371.0,19941818.0,533621.0,357137.0,9.8,2.9,322806.0,260122.0,516651.0,25.7,17.6,266831.0,414129.0,6552.0,115475.0,249820.0,78370.0,16.7,1.4,14.0,0.0,81.1,3.6
"Chattanooga, TN",541195.0,2013.0,0.005098,0.038703,10985.47,395.82,1288.11,1251.28,0.0,1251.28,1887.65,36.22,0.0,19.95,16.27,99.54,162.28,306.97,38949.0,21117583.0,542181.0,368079.0,8.1,4.2,327071.0,264153.0,527350.0,23.9,16.1,272052.0,424206.0,6136.0,116927.0,255298.0,83352.0,15.4,1.5,14.1,0.1,81.8,3.7
"Chattanooga, TN",546512.0,2014.0,0.0053279999999999,0.037417,10932.88,382.05,1297.99,1261.11,0.0,1261.11,1847.07,31.63,0.0,15.58,16.06,94.63,141.84,293.51,40114.0,21829510.0,544183.0,371131.0,8.1,4.7,327742.0,267716.0,526928.0,22.4,15.9,271066.0,426725.0,6048.0,113536.0,255862.0,85650.0,15.7,1.5,13.9,0.1,80.9,4.1
"Chattanooga, TN",548811.0,2015.0,0.005299,0.034183,11267.95,406.16,1303.36,1265.51,0.0,1265.51,2110.97,33.83,0.0,15.99,17.84,83.13,149.66,402.26,42011.0,22988880.0,547205.0,372942.0,11.6,3.2,328282.0,263446.0,532156.0,21.3,15.3,273603.0,431142.0,6950.0,114777.0,258553.0,89097.0,14.2,1.9,13.2,0.0,81.6,4.2
"Chattanooga, TN",551407.0,2016.0,0.005408,0.03251,11516.11,421.33,1288.15,1251.6,0.0,1251.6,2561.19,39.05,0.0,14.53,24.52,83.42,138.59,316.67,42727.0,23579212.0,551859.0,379731.0,9.4,2.8,329248.0,260130.0,536836.0,19.6,14.3,273913.0,434222.0,6552.0,117033.0,262923.0,90555.0,13.7,1.7,13.7,0.0,81.9,4.4
"Chattanooga, TN",556437.0,2017.0,0.005573,0.033941,11997.27,459.32,1293.73,1258.06,0.0,1258.06,2704.47,39.08,0.0,14.64,24.44,83.65,151.0,313.31,44455.0,24714999.0,555953.0,384661.0,8.1,2.0,328572.0,267113.0,539780.0,17.1,12.5,281410.0,439169.0,6953.0,114930.0,258370.0,96278.0,12.2,1.9,13.5,0.0,81.6,4.5
"Knoxville, TN",706304.0,2010.0,0.004661,0.037743,9115.3,414.65,1230.69,1196.08,0.0,1196.08,75.19,7.37,0.0,0.0,7.37,81.19,127.57,383.58,34718.0,28329224.0,815984.0,468647.0,5.8,1.3,428637.0,341976.0,680360.0,18.4,13.8,352641.0,546869.0,6621.0,151219.0,327719.0,100504.0,14.1,1.6,7.0,0.1,89.2,3.2
"Knoxville, TN",704327.0,2011.0,0.0046,0.038204,9123.72,399.79,1190.53,1157.35,0.0,1157.35,72.13,6.49,0.0,0.0,6.49,77.98,130.17,387.91,36732.0,30146298.0,820702.0,474755.0,7.3,2.1,437172.0,352845.0,689396.0,20.0,14.2,354454.0,556234.0,6648.0,150311.0,334942.0,101913.0,13.9,1.8,7.1,0.0,88.8,3.0
"Knoxville, TN",850421.0,2012.0,0.004214,0.034894,8256.3,401.58,1235.08,1205.33,0.0,1205.33,66.86,6.2,0.0,0.0,6.2,71.0,136.15,392.05,38555.0,31807934.0,825007.0,478644.0,8.1,2.0,436265.0,348882.0,692519.0,22.9,16.5,357889.0,560094.0,6804.0,149179.0,334630.0,107075.0,16.4,1.5,6.7,0.0,88.9,3.8
"Knoxville, TN",852347.0,2013.0,0.003641,0.03136,8810.44,407.38,1283.96,1255.07,0.0,1255.07,65.95,6.43,0.0,0.0,6.43,10.87,132.34,374.26,38416.0,31847141.0,829017.0,575890.0,8.5,5.3,516979.0,405653.0,831129.0,25.0,17.5,427465.0,675717.0,6683.0,177469.0,403664.0,136681.0,17.3,1.2,6.2,0.0,89.9,3.3
"Knoxville, TN",858559.0,2014.0,0.003915,0.031363,8741.2,456.24,1322.93,1291.77,0.0,1291.77,66.92,6.39,0.0,0.0,6.39,28.45,138.84,316.15,39911.0,33242886.0,832928.0,579543.0,9.4,4.1,517456.0,404570.0,836233.0,24.6,17.3,430548.0,678805.0,6803.0,177780.0,405685.0,140997.0,16.9,1.5,5.9,0.0,89.9,3.4
"Knoxville, TN",862511.0,2015.0,0.004122,0.029044,8553.97,458.06,1282.27,1251.98,0.0,1251.98,76.37,0.26,0.0,0.0,0.26,37.69,141.04,306.94,41759.0,34986462.0,837818.0,586007.0,8.5,4.7,518343.0,418504.0,840155.0,24.4,16.8,433274.0,687173.0,6514.0,175463.0,406881.0,146349.0,16.5,1.3,5.7,0.1,89.6,3.5
"Knoxville, TN",866010.0,2016.0,0.004494,0.027598,7869.31,341.01,1240.67,1210.22,0.0,1210.22,77.94,0.34,0.0,0.0,0.34,28.23,188.05,266.32,42635.0,36023801.0,844942.0,592625.0,8.1,4.7,520813.0,419061.0,848991.0,17.3,14.4,434566.0,691424.0,6744.0,178713.0,414425.0,149465.0,15.3,1.6,5.8,0.0,89.5,3.6
"Knoxville, TN",875281.0,2017.0,0.004401,0.025969,8780.86,387.33,1262.3,1231.63,0.0,1231.63,79.82,0.0,0.0,0.0,0.0,0.0,210.78,263.88,44212.0,37741046.0,853645.0,600748.0,8.7,3.8,525823.0,430917.0,858655.0,19.7,14.3,441926.0,701864.0,6618.0,179200.0,416729.0,153632.0,14.1,1.7,5.8,0.1,89.5,3.8
"Memphis, TN",1313722.0,2010.0,0.010065,0.046248,9497.14,578.32,2502.69,2474.39,0.0,2474.39,546.8,70.8,0.0,14.57,56.24,68.06,87.41,209.16,36909.0,48627283.0,1317489.0,826043.0,9.5,3.3,810861.0,654674.0,1290205.0,27.6,19.1,675326.0,987910.0,6595.0,342125.0,614879.0,137219.0,17.1,1.9,45.6,0.0,48.4,4.8
"Memphis, TN",1326648.0,2011.0,0.009804,0.045628,9852.72,577.58,2499.61,2471.69,0.0,2471.69,504.66,62.34,0.0,11.9,50.44,71.87,129.06,247.97,38643.0,51153898.0,1323741.0,832346.0,12.1,2.3,819807.0,660255.0,1299748.0,28.9,19.3,678608.0,997011.0,6797.0,341524.0,621140.0,138417.0,16.5,1.9,45.3,0.1,48.3,5.1
"Memphis, TN",1343608.0,2012.0,0.010568,0.043673,8132.98,534.84,2451.48,2426.6,0.0,2426.6,483.78,59.05,0.0,12.52,46.53,68.58,61.68,387.05,40331.0,53696436.0,1331396.0,840056.0,11.7,4.0,820294.0,659619.0,1307830.0,29.7,19.9,682561.0,1004147.0,6650.0,342596.0,625269.0,144940.0,17.2,1.9,46.0,0.0,48.2,5.2
"Memphis, TN",1347803.0,2013.0,0.009934,0.041899,8605.29,552.7,2327.27,2303.11,0.0,2303.11,495.5,42.4,0.0,11.66,30.74,71.13,66.87,250.85,40233.0,53594324.0,1332114.0,851538.0,10.8,4.4,825116.0,675470.0,1319206.0,30.6,19.8,687861.0,1017510.0,6830.0,341615.0,631345.0,152475.0,17.0,1.9,46.4,0.0,47.9,5.2
"Memphis, TN",1348092.0,2014.0,0.010335,0.041346,8580.19,560.21,1623.96,1598.81,0.0,1598.81,504.35,38.23,0.0,17.89,20.34,65.44,75.25,236.44,41168.0,54895161.0,1333432.0,856949.0,10.7,5.5,821780.0,663750.0,1319124.0,30.8,20.3,691059.0,1018054.0,6697.0,338740.0,628065.0,158604.0,17.9,1.9,46.0,0.1,47.7,5.2
"Memphis, TN",1346893.0,2015.0,0.01038,0.039593,7825.57,540.99,1383.07,1358.0,0.0,1358.0,527.0,35.27,0.0,12.96,22.32,65.7,82.39,219.03,42596.0,56857126.0,1334790.0,860992.0,10.2,4.0,817914.0,665897.0,1317157.0,28.8,18.4,692380.0,1021712.0,6873.0,335631.0,624777.0,163612.0,15.8,2.1,46.6,0.1,47.2,5.3
"Memphis, TN",1346931.0,2016.0,0.0108209999999999,0.038682,7188.21,556.74,1341.5,1317.84,0.0,1317.84,566.8,37.4,0.0,16.51,20.89,61.73,77.8,170.7,43525.0,58158688.0,1336204.0,867870.0,9.5,4.3,814781.0,656323.0,1319884.0,30.8,19.4,692148.0,1024454.0,6776.0,333429.0,627736.0,171674.0,16.8,2.0,46.6,0.0,46.3,5.3
"Memphis, TN",1346961.0,2017.0,0.0116829999999999,0.042287,7958.67,575.98,1376.49,1348.34,0.0,1348.34,561.52,38.98,0.0,17.93,21.05,60.32,78.73,163.53,45034.0,60282226.0,1338582.0,875077.0,9.8,3.1,812856.0,662174.0,1322585.0,27.1,17.1,692300.0,1028671.0,6906.0,331163.0,630285.0,178566.0,14.6,2.0,46.4,0.1,46.4,5.6
"Nashville, TN",1608441.0,2010.0,0.006432,0.033889,7010.7,329.89,1483.41,1448.98,0.0,1448.98,418.82,57.71,0.0,0.0,57.71,95.2,142.77,228.71,41763.0,68943418.0,1650831.0,1033151.0,9.3,3.5,999194.0,818556.0,1548824.0,22.8,15.4,793224.0,1208988.0,5992.0,380643.0,755600.0,168987.0,13.6,2.3,15.4,0.0,77.9,6.6
"Nashville, TN",1604276.0,2011.0,0.006508,0.033188,7276.13,340.26,1476.08,1440.42,0.0,1440.42,422.88,56.18,0.0,0.0,56.18,107.5,143.44,317.15,43975.0,73638452.0,1674534.0,1059152.0,7.8,4.2,1024246.0,847135.0,1581761.0,20.8,14.7,813723.0,1238362.0,6195.0,384841.0,768038.0,172674.0,13.5,2.3,15.4,0.0,77.4,6.7
"Nashville, TN",1712682.0,2012.0,0.006659,0.029238,6408.34,335.38,1450.67,1415.11,0.0,1415.11,439.83,53.1,0.0,0.0,53.1,106.15,139.63,258.15,46437.0,79110918.0,1703609.0,1075631.0,8.2,3.3,1034315.0,862467.0,1608546.0,20.2,14.3,827065.0,1258345.0,6594.0,389750.0,781481.0,184481.0,13.1,2.4,15.6,0.0,77.2,6.8
"Nashville, TN",1745622.0,2013.0,0.005961,0.027181,6841.87,396.18,1411.87,1370.61,0.0,1370.61,372.92,68.74,0.0,0.0,68.74,102.43,247.67,194.64,46603.0,80856009.0,1735012.0,1151026.0,8.0,3.4,1105184.0,923088.0,1718322.0,20.5,13.7,880196.0,1349741.0,6780.0,412360.0,838126.0,200778.0,12.2,2.4,15.4,0.1,77.9,6.7
"Nashville, TN",1783924.0,2014.0,0.006109,0.02567,6969.93,352.89,1519.02,1467.44,0.0,1467.44,400.41,77.64,0.0,0.0,77.64,98.65,267.67,170.57,49204.0,87010427.0,1768350.0,1181281.0,8.3,3.5,1123447.0,945606.0,1755771.0,21.6,15.1,901992.0,1381169.0,6684.0,419052.0,853779.0,213272.0,14.0,2.4,15.3,0.1,77.6,6.8
"Nashville, TN",1823472.0,2015.0,0.006127,0.025802,6639.23,342.23,1597.9,1536.09,0.0,1536.09,308.35,68.33,0.0,0.0,68.33,99.78,346.33,204.13,51865.0,93598973.0,1804671.0,1210813.0,8.4,3.1,1149357.0,968743.0,1795655.0,17.4,12.7,921746.0,1416298.0,6715.0,424559.0,873909.0,221739.0,11.8,2.4,15.1,0.0,77.9,6.9
"Nashville, TN",1902780.0,2017.0,0.0062489999999999,0.0255859999999999,6849.11,321.56,1681.99,1623.77,0.0,1623.77,307.78,70.64,0.0,0.0,70.64,111.1,194.26,173.18,55729.0,104464974.0,1874515.0,1270338.0,7.4,2.4,1190098.0,1031755.0,1866893.0,15.1,10.9,959660.0,1480855.0,6731.0,437654.0,907233.0,239141.0,10.1,2.7,14.9,0.1,78.4,7.2
"Austin, TX",1752518.0,2010.0,0.003279,0.03792,7441.86,398.06,1651.02,1609.12,0.0,1609.12,267.42,34.33,0.0,0.0,34.33,187.57,177.06,186.39,40727.0,70355303.0,1727502.0,1078327.0,7.3,3.2,1122346.0,933456.0,1688580.0,20.1,15.9,845714.0,1300263.0,6848.0,430399.0,842866.0,135835.0,15.4,4.8,7.3,0.0,76.0,31.5
"Austin, TX",1752404.0,2011.0,0.002871,0.034483,6978.64,414.78,1505.36,1468.61,0.0,1468.61,237.68,34.2,0.0,0.0,34.2,164.3,167.03,192.16,43741.0,77881693.0,1780535.0,1122502.0,6.3,3.9,1159441.0,967109.0,1746227.0,19.8,15.2,871281.0,1344664.0,7124.0,443590.0,874946.0,143196.0,14.6,4.8,7.4,0.0,75.6,31.8
"Austin, TX",1810230.0,2012.0,0.002927,0.0343119999999999,6830.23,405.77,1354.24,1314.97,0.0,1314.97,378.12,35.36,0.0,0.0,35.36,151.64,171.7,174.71,46679.0,85635903.0,1834586.0,1163907.0,6.9,2.4,1188163.0,993300.0,1795080.0,21.2,15.5,896264.0,1389237.0,7612.0,452017.0,898816.0,154900.0,14.5,4.9,7.4,0.0,80.2,31.9
"Austin, TX",1879235.0,2013.0,0.002713,0.031785,6774.85,399.29,1345.24,1304.4,0.0,1304.4,375.21,30.8,0.0,0.0,30.8,146.62,204.95,157.54,47233.0,88954305.0,1883315.0,1210629.0,6.6,3.9,1217751.0,1035869.0,1841572.0,17.8,14.3,918851.0,1432899.0,6809.0,454991.0,922721.0,168830.0,14.0,5.0,7.2,0.1,79.8,31.9
"Austin, TX",1938280.0,2014.0,0.0029089999999999,0.028788,6799.92,394.36,1336.37,1295.6,0.0,1295.6,360.37,29.55,0.0,0.73,28.82,137.24,196.52,163.93,50029.0,97179427.0,1942467.0,1263358.0,7.1,3.1,1260079.0,1042725.0,1904155.0,19.9,15.1,948876.0,1484769.0,7495.0,465136.0,955279.0,178940.0,14.4,5.3,7.5,0.0,79.8,32.0
"Austin, TX",2005823.0,2015.0,0.002877,0.026728,7088.45,404.85,1364.14,1299.58,0.0,1299.58,491.98,34.57,0.0,0.65,33.92,152.55,216.68,173.04,51484.0,103077251.0,2002134.0,1308106.0,7.5,3.0,1293072.0,1092954.0,1959300.0,15.2,11.7,981185.0,1535698.0,7519.0,473845.0,978115.0,192383.0,11.0,5.6,7.5,0.0,76.8,32.2
"Austin, TX",2054651.0,2016.0,0.003169,0.025552,7105.05,420.98,1336.63,1253.37,0.0,1253.37,556.52,31.2,0.0,0.67,30.53,149.85,199.79,170.69,52403.0,108054841.0,2062016.0,1351229.0,7.0,3.9,1327086.0,1140940.0,2014274.0,13.6,10.9,1009609.0,1585075.0,7648.0,480572.0,1004665.0,206616.0,10.5,5.7,7.2,0.1,77.4,32.2
"Austin, TX",2115140.0,2017.0,0.003063,0.023444,7544.28,432.74,1393.82,1310.62,0.0,1310.62,620.34,31.42,0.0,0.67,30.75,144.63,202.48,176.03,56087.0,118651329.0,2115475.0,1398948.0,8.0,3.3,1366390.0,1168441.0,2075485.0,12.3,10.4,1034035.0,1635275.0,7632.0,491819.0,1041450.0,217276.0,10.1,5.8,7.3,0.0,74.9,32.5
"Corpus Christi, TX",416086.0,2010.0,0.006059,0.046531,4532.74,281.46,1893.45,1867.98,0.0,1867.98,212.17,5.29,0.0,0.0,5.29,65.21,147.36,129.31,36331.0,14702307.0,404676.0,270734.0,9.7,5.7,258376.0,202414.0,422994.0,33.2,20.5,214966.0,324198.0,5549.0,112214.0,208028.0,52404.0,17.2,1.3,3.5,0.1,87.9,58.2
"Corpus Christi, TX",437195.0,2011.0,0.005366,0.042528,4371.05,293.87,1777.12,1758.93,0.0,1758.93,202.44,5.09,0.0,0.0,5.09,64.47,211.1,120.7,39106.0,15944465.0,407721.0,272764.0,12.9,2.2,257939.0,204219.0,421982.0,33.7,20.0,216047.0,325277.0,6175.0,108793.0,205935.0,55250.0,15.8,1.5,3.7,0.1,87.8,58.3
"Corpus Christi, TX",441984.0,2013.0,0.005235,0.042608,4428.88,267.31,1661.35,1642.12,0.0,1642.12,190.5,4.8,0.0,0.0,4.8,58.89,120.48,118.56,41466.0,17377659.0,419080.0,282139.0,12.6,4.0,265934.0,218705.0,436129.0,24.2,17.3,221221.0,336479.0,6315.0,112542.0,214908.0,57653.0,15.4,1.7,3.7,0.1,85.7,58.5
"Corpus Christi, TX",449583.0,2014.0,0.005894,0.040849,4341.58,271.69,1691.13,1677.67,0.0,1677.67,181.2,4.53,0.0,0.0,4.53,55.91,109.1,117.53,43009.0,18206109.0,423313.0,284082.0,13.5,6.2,265748.0,216814.0,436657.0,20.2,15.5,220612.0,339843.0,5792.0,110429.0,216045.0,60480.0,14.0,2.0,3.6,0.0,89.1,59.6
"Corpus Christi, TX",454268.0,2015.0,0.0060539999999999,0.033705,4814.08,335.85,1735.97,1720.64,0.0,1720.64,305.6,3.97,0.0,0.0,3.97,67.09,111.95,120.75,42424.0,18141476.0,427621.0,287887.0,11.3,5.6,265823.0,213516.0,441566.0,30.2,19.0,225307.0,342099.0,6332.0,112847.0,216259.0,62896.0,16.1,2.1,3.6,0.0,89.9,59.8
"Corpus Christi, TX",456121.0,2016.0,0.006593,0.035677,4544.68,294.71,1612.31,1598.34,0.0,1598.34,319.78,4.21,0.0,0.0,4.21,70.63,149.74,119.66,40439.0,17346555.0,428953.0,288789.0,10.5,4.0,266164.0,215561.0,442279.0,23.0,15.0,224688.0,343936.0,5837.0,111696.0,217591.0,64419.0,12.7,1.6,3.5,0.1,90.9,61.1
"Corpus Christi, TX",458865.0,2017.0,0.00632,0.033768,4718.95,295.11,1763.61,1749.81,0.0,1749.81,408.0,4.54,0.0,0.0,4.54,170.46,133.61,105.19,42501.0,18209181.0,428445.0,292563.0,11.0,9.8,264982.0,213216.0,439852.0,23.1,16.6,223006.0,344170.0,5826.0,108234.0,216846.0,66636.0,15.4,1.8,3.4,0.0,90.9,60.6
"Dallas, TX",6574246.0,2010.0,0.003726,0.036073,7003.1,375.31,1784.5,1744.92,0.0,1744.92,800.55,12.46,0.0,2.45,10.01,59.38,224.19,273.37,40995.0,262043276.0,6392065.0,3968513.0,8.0,3.1,3990942.0,3348972.0,6299217.0,21.2,14.6,3200991.0,4725596.0,6591.0,1762544.0,3098226.0,545731.0,12.6,5.3,14.8,0.1,68.4,27.6
"Dallas, TX",6505848.0,2011.0,0.003584,0.034985,6468.87,359.9,2003.74,1970.66,0.0,1970.66,833.91,40.12,0.0,0.31,39.81,55.89,176.41,242.14,44888.0,292242374.0,6510544.0,4068540.0,9.0,3.4,4082592.0,3395240.0,6439208.0,22.8,15.8,3265981.0,4846992.0,6771.0,1784014.0,3173227.0,572602.0,13.7,5.4,14.8,0.1,69.4,28.1
"Dallas, TX",6680025.0,2012.0,0.003447,0.031759,5990.52,325.95,1773.26,1746.1,0.0,1746.1,874.12,45.86,0.0,0.28,45.58,52.99,160.19,213.9,46644.0,309930247.0,6644559.0,4165027.0,9.9,2.4,4154651.0,3456647.0,6561480.0,21.7,15.0,3326078.0,4950598.0,7087.0,1799189.0,3235402.0,607640.0,12.8,5.7,15.3,0.1,69.9,28.0
"Dallas, TX",6814175.0,2013.0,0.003329,0.030364,6587.69,311.04,1630.58,1608.81,0.0,1608.81,804.32,30.26,0.06,2.75,27.45,51.69,166.03,218.33,47092.0,318057096.0,6753889.0,4288599.0,8.8,3.9,4243786.0,3560948.0,6724464.0,21.6,15.0,3412871.0,5100040.0,7008.0,1822280.0,3311593.0,658398.0,13.0,5.7,15.1,0.1,69.2,28.0
"Dallas, TX",7101895.0,2015.0,0.003376,0.025543,6079.96,318.94,1581.76,1559.83,0.0,1559.83,896.93,30.81,0.0,2.59,28.22,59.45,152.39,187.16,50670.0,356850208.0,7042566.0,4512473.0,8.2,3.7,4417328.0,3685314.0,7009946.0,19.2,13.4,3571065.0,5350053.0,7207.0,1862907.0,3438881.0,729711.0,11.7,6.4,15.5,0.1,69.8,28.4
"Dallas, TX",7219989.0,2016.0,0.003597,0.024762,5896.41,318.92,1645.83,1620.79,0.0,1620.79,921.09,24.94,0.0,2.44,22.51,62.27,135.37,186.52,51428.0,370009351.0,7194758.0,4608601.0,7.9,3.1,4486451.0,3773865.0,7146307.0,18.6,12.7,3637063.0,5458603.0,7424.0,1896459.0,3509244.0,763397.0,11.1,6.5,15.4,0.1,69.2,28.6
"El Paso, TX",756304.0,2010.0,0.004521,0.027474,4393.61,231.44,2234.62,2219.41,0.0,2219.41,637.51,15.88,0.0,1.48,14.4,106.69,78.16,153.77,28366.0,22892407.0,807048.0,466290.0,19.0,2.4,470924.0,335668.0,793252.0,33.4,24.3,411906.0,580105.0,6021.0,240628.0,381346.0,81700.0,20.6,1.0,3.2,0.0,78.5,82.3
"El Paso, TX",817494.0,2011.0,0.004067,0.023844,4711.72,226.96,2021.85,2008.1,0.0,2008.1,704.84,17.2,0.0,0.94,16.26,102.59,90.08,140.81,29704.0,24455648.0,823308.0,474510.0,19.6,2.8,480535.0,346229.0,805466.0,34.5,24.7,418133.0,592942.0,5827.0,241006.0,387333.0,83925.0,20.6,1.1,3.3,0.2,79.9,81.4
"El Paso, TX",836557.0,2012.0,0.003967,0.023144,4471.08,239.87,1902.33,1889.52,0.0,1889.52,681.65,15.95,0.0,0.83,15.13,120.88,55.2,79.21,30698.0,25653500.0,835667.0,481225.0,19.5,4.4,486896.0,354041.0,812645.0,33.5,24.0,420507.0,601770.0,6444.0,239817.0,392138.0,85932.0,20.2,1.1,3.4,0.1,82.7,81.2
"El Paso, TX",842271.0,2013.0,0.003473,0.021764,4463.63,250.1,1901.29,1888.21,0.0,1888.21,626.93,14.89,0.0,0.88,14.01,107.74,57.68,161.65,30264.0,25246542.0,834203.0,484848.0,19.7,4.2,488427.0,359649.0,816158.0,30.8,22.6,420436.0,604693.0,5596.0,238703.0,395722.0,89028.0,19.1,1.1,3.4,0.1,83.9,81.1
