aggravated_assault,arson,burglary,crime_index,crime_index_total,forcible_rape,larceny_theft,city_fbi,modified_crime_index,modified_crime_index_total,motor_vehicle_theft,murder_and_non_negligent_man_slaughter,murder_and_nonnegligent_manslaughter,population,property_crime,rape,robbery,violent_crime,year
204.7,,809.3,,5221.2,49.2,3169.8,"Seattle, WA",, ,858.4,3,,2375924,4837.5,,126.7,383.6,2000
81.8,,437.3,,2955.3,22.2,2257.6,"Sheboygan, WI",,,142.2,-,,112511,2837.1,,14.2,118.2,2000
239.1,,821.1,,4321.3,20.4,2973.8,"Sherman, TX",, ,212.2,4.6,,107908,4007.1,,50,314.2,2000
508,,1174.5,,6388.1,42.7,4097.9,"Shreveport, LA",,,361.4,15.8,,386047,5633.8,,187.8,754.3,2000
370.4,,977.2,,5192.1,39,3428.7,"Sioux City, IA",, ,333,2.4,,123109,4738.9,,41.4,453.3,2000
174.7,,456.1,,2996,57.5,2112.5,"Sioux Falls, SD",, ,160.6,1.2,,170559,2729.3,,33.4,266.8,2000
223.4,,1114.5,,5883.4,35.9,3861.7,"South Bend, IN",, ,462.3,6.4,,264522,5438.5,,179.2,445,2000
274.8,,1131,,6082.1,29.3,4058,"Spokane, WA",, ,471,2.9,,419542,5660,,115.1,422.1,2000
,,817,,,46.7,2343.3,"Springfield, MA",,,482.3,3.7,,513980,3642.6,,132.1,,2000
251.7,,925.3,,4922.1,30.6,3298.7,"Springfield, MO",,,325.7,1.7,,342924,4549.7,,88.4,372.4,2000
96,,287.4,,2665.6,27.3,2171.3,"State College, PA",, ,68.7,1.5,,135354,2527.4,,13.3,138.2,2000
69.5,,207.8,,1764.1,38.3,1277.9,"St, MN",,,148.9,1.8,,169885,1634.6,,20,129.5,2000
190,,647.4,,4547.8,23.1,3416.9,"St, MO",,,219.1,-,,99476,4283.4,,51.3,264.4,2000
528,,893.1,,5148.8,36.1,2886.9,"Stockton, CA",, ,570.6,6.8,,575528,4350.6,,227.3,798.2,2000
216.6,,532,,2846.4,14.6,1838,"Syracuse, NY",,,164.1,3.3,,764649,2534.1,,77.8,312.3,2000
421.2,,1178.1,,6619.3,48.6,3917.2,"Tacoma, WA",,,878.2,4.7,,705861,5973.6,,171.3,645.7,2000
765.8,,1475.7,,6877.3,66.2,3946.7,"Tallahassee, FL",, ,405.8,4.7,,274992,5828.2,,212.4,1049.1,2000
621,,1065.3,,5821,50.2,3240,"Tampa, FL",, ,628.8,4.9,,2409501,4934.2,,210.7,886.8,2000
433.9,,835.8,,4566.3,51.5,2916.5,"Texarkana, TX",, ,221.6,6.2,,128134,3974,,100.7,592.3,2000
223.7,,1066.8,,5585.8,35.8,3560.9,"Toledo, OH",, ,508.1,2.3,,614196,5135.8,,188.2,450,2000
251,,766.2,,4078.3,28.7,2233.5,"Trenton, NJ",, ,553.4,4.9,,344969,3553.1,,240.6,525.3,2000
390.3,,1039,,6858.1,51.5,4261.4,"Tucson, AZ",,,912.8,10.7,,862868,6213.1,,192.5,644.9,2000
510.5,,940.9,,4658.6,42.5,2510.5,"Tulsa, OK",,,544.5,5.6,,807838,3996,,104.1,662.6,2000
574.3,,1208.2,,8923.9,63.3,6579.4,"Tuscaloosa, AL",,,332.5,8.5,,164210,8120.1,,157.7,803.8,2000
337.3,,937.7,,4853.3,53.3,3159.4,"Tyler, TX",,,281.8,1.7,,176396,4378.8,,82.2,474.5,2000
144,,545.8,,2647.4,31.3,1752.3,"Utica, NY",, ,99.9,3.3,,303430,2397.9,,70.9,249.5,2000
362.1, ,591,,3596.8,33,2042.5,"Vallejo, CA",,,417.3,4.6,,517791,3050.8,,146.2,546,2000
166.4,,450.5,,2299.9,20.5,1406.8,"Ventura, CA",, ,165.4,3,,761394,2022.6,,87.3,277.3,2000
436.8,,1087.9,,4779,32.8,2956.8,"Victoria, TX",, ,185,3.5,,85395,4229.8,,76.1,549.2,2000
443.4,,1023,,4547.1,35.9,2526.7,"Vineland, NJ",, ,272.1,2.1,,144774,3821.8,,243.8,725.3,2000
520,,1036,,4392,34.1,2211.4,"Visalia, CA",,,495.7,4.6,,366328,3743.1,,90.1,648.9,2000
351.1,,1002.9,,6060,84.2,3938.8,"Waco, TX",, ,550.7,7.1,,212474,5492.4,,125.2,567.6,2000
264.5,,451.6,,3623.2,21.9,2223.2,"Washington, D",, ,483.5,7.4,,4904313,3158.4,,171,464.9,2000
277.9,,971.1,,4467.9,40.1,2856,"Waterloo, IA",, ,256.7,2.5,,122338,4083.8,,63.8,384.2,2000
88.4,,371.3,,2336,15.1,1746.2,"Wausau, WI",, ,98.6,-,,145973,2216.2,,16.4,119.9,2000
489.5,,1360.8,,6651.3,39.5,3868.3,"West Palm Beach, FL",, ,668.4,6.1,,1109917,5897.6,,218.7,753.8,2000
310.6,,917.7,,4976.3,32.4,3248.8,"Wichita Falls, TX",, ,345.1,4.9,,141993,4511.5,,116.9,464.8,2000
416.8,,674.7,,,,2771.9,"Wilmington, DE",,,492,3.7,,592889,3938.5,,202.4,,2000
273.5,,1808.5,,6177.3,35.9,3415.4,"Wilmington, NC",,,457.9,6.4,,233678,5681.8,,179.7,495.6,2000
456.9,,467.8,,3063.7,44.9,1724.5,"Worcester, MA",,,295.4,1.2,,503378,2487.8,,72.9,575.9,2000
162.2,,1354.6,,5974.6,42.7,3797.2,"Yakima, WA",,,536.2,5.8,,225086,5688,,76,286.6,2000
,,633.4,,,37.7,2140.5,"Yolo, CA",, ,388.7,3.8,,158983,3162.6,,78.6,,2000
146,,364.4,,2627.3,18.4,1927.4,"York, PA",,,128.6,1,,385598,2420.4,,41.5,207,2000
320.4,,962.7,,4092,32.6,2174.3,"Yuba City, CA",,,526,3.5,,141056,3663.1,,72.3,428.9,2000
88.4,,669,,2014.6,6.3,944.8,"Aguadilla, Puerto Rico",,,150.9,13.3,,142458,1764.7,,141.8,249.9,2000
48,,670.9,,1861,2.3,674.4,"Arecibo, Puerto Rico",,,335.7,8.1,,172757,1681,,121.6,180,2000
56.7,,575,,1675.8,3.8,494.6,"Caguas, Puerto Rico",,,309.1,11.9,,312149,1378.8,,224.6,297,2000
51.2,,515.8,,1703.7,4.3,900.7,"Mayaguez, Puerto Rico",, ,111.9,5.9,,253797,1528.4,,113.9,175.3,2000
63.4,,335.3,,1350.2,5.5,668.2,"Ponce, Puerto Rico",,,151.1,16.5,,364106,1154.6,,110.1,195.5,2000
75,,576.8,,2347.3,6.2,871,"San Juan, Puerto Rico",,,476.8,24.6,,1975370,1924.5,,317,422.8,2000
194.7, ,871.5,,4059.4,51,2702.7,"Abilene, TX",,,170.8,2.3,,129427,3745,,66.4,314.5,2001
268.3,,1293.9,,5078.6,33.9,2987,"Albany, GA",, ,304.7,5.7,,123736,4585.6,,185.1,493,2001
704.9,,1248.1,,7014.3,44.8,4033.5,"Albuquerque, NM",, ,710.6,6.1,,716696,5992.2,,266.2,1022.1,2001
577.5,,1677,,6165.4,36.4,3450.7,"Alexandria, LA",, ,257.5,7.1,,126237,5385.1,,159.2,780.3,2001
181.4,,463.6,,2971.9,23.2,2007,"Allentown, PA",,,203.5,4.4,,638275,2674.1,,88.8,297.8,2001
146.4,,574,,3008,37.2,2020.3,"Altoona, PA",, ,148.7,3.9,,129090,2743,,77.5,264.9,2001
479.3,,1255.4,,6596.9,44.9,4231.1,"Amarillo, TX",, ,450.6,9.4,,222802,5937.1,,126.1,659.8,2001
434,,609.3,,5013.1,79.7,3280.9,"Anchorage, AK",, ,459.8,3.8,,263588,4350,,145.7,663.2,2001
170.9,,527.2,,3009,33.7,1995.2,"Ann Arbor, MI",, ,217.1,4.3,,581786,2739.5,,60.7,269.5,2001
508.5,,1301.9,,5849,51.5,3484.9,"Anniston, AL",, ,311.5,8.9,,112685,5098.3,,181.9,750.8,2001
88.3,,262.6,,2389.7,17.5,1932.8,"Appleton, WI",,,79.4,0.3,,359119,2274.7,,8.9,115,2001
188,,846.4,,3648.7,23.9,2149.2,"Asheville, NC",,,325.9,0.4,,229810,3321.4,,114.9,327.2,2001
199.8,,845.7,,5593.5,21.6,4053.6,"Athens, GA",,,342.4,5.7,,157146,5241.6,,124.7,351.9,2001
299.9,,862.3,,4825.7,27.2,2814.5,"Atlanta, GA",,,578.9,7.9,,4211379,4255.6,,235.1,570.1,2001
303.5,,759.9,,5245.2,29.6,3819.9,"Atlantic, NJ",,,184.4,4.8,,357833,4764.2,,143.1,481,2001
173.3,,798.1,,4256.4,45,2772.8,"Augusta, GA",,,342.7,6.8,,487051,3913.6,,117.9,342.9,2001
218.4,,880.6,,4842.6,35.8,3265.7,"Austin, TX",,,331.8,3.2,,1278125,4478.1,,107,364.4,2001
341.9,,879.3,,4035.2,28.3,2258.5,"Bakersfield, CA",,,411.5,5.8,,673941,3549.3,,110,485.9,2001
658.7,,900.3,,5464.8,29.5,2988.1,"Baltimore, MD",,,550.4,11.7,,2590914,4438.7,,326.1,1026,2001
40.6,,547.7,,4440.9,26.1,3638.2,"Bangor, ME",,,150.7,1.4,,69017,4336.6,,36.2,104.3,2001
,,557.7,,,21.4,1589.8,"Barnstable, MA",,,132.8,1.2,,163356,2280.3,,26.3,,2001
429.9,,1314.2,,6903.7,26.2,4409.8,"Baton Rouge, LA",,,480.1,10.5,,602415,6204,,233.1,699.7,2001
310.3,,1035,,4915.8,77.4,3004.6,"Beaumont, TX",,,336.2,4.8,,393829,4375.8,,147.5,540.1,2001
131.6,,863.9,,5159,51.9,3791.8,"Bellingham, WA",, ,273.2,0.6,,169470,4928.9,,46,230.1,2001
361.9,,852.4,,4381.9,80.8,2745.7,"Benton Harbor, MI",,,282.3,6.1,,163309,3880.4,,52.7,501.5,2001
148.8,,454.7,,2620.7,6.5,1509.8,"Bergen, NJ",,,375.6,2.8,,1384605,2340.1,,122.6,280.7,2001
184.6,,1322.1,,6024.6,43.2,3928.4,"Biloxi, MS",,,402.8,10.7,,365699,5653.3,,132.9,371.3,2001
121.1,,356.4,,2505.3,26.1,1889.8,"Binghamton, NY",,,71.6,1.2,,252784,2317.8,,39.2,187.5,2001
317.9,,933,,4856.2,38.6,2966.4,"Birmingham, AL",,,400.7,11.9,,924680,4300.1,,187.6,556.1,2001
39.5,,379.4,,2592.5,19.2,1974.9,"Bismarck, ND",,,167.8,-,,93576,2522,,11.8,70.5,2001
107.2,,584,,3387.4,34.6,2481,"Bloomington, IN",,,145.2,1.6,,121242,3210.1,,33.8,177.3,2001
233.6,,702.8,,4061.3,39.9,2785.8,"Boise, ID",,,268.9,2,,441385,3757.5,,28.3,303.8,2001
,,412.6,,,24.1,1680,"Boston, MA",,,454.3,2.6,,3422303,2546.8,,118.6,,2001
177.6, ,634.6,,2980.3,38.4,1905.7,"Brazoria, TX",,,182.4,2.4,,247254,2722.7,,39.2,257.6,2001
269.5,,821.1,,3887.3,84,2375.9,"Bremerton, WA",,,286,2.5,,235663,3482.9,,48.4,404.4,2001
319.7,,542.1,,3542.2,23.3,1831.9,"Bridgeport, CT",,,650.8,4,,446957,3024.9,,170.3,517.3,2001
461.7,,548.6,,3435.5,32.7,1653.5,"Brockton, MA",, ,640.9,2.3,,256673,2842.9,,95.8,592.6,2001
343.6,,997.9,,6600.6,28,4876.4,"Brownsville, TX",,,269.8,4.1,,342834,6144.1,,80.8,456.5,2001
273.3,,789.7,,4840.4,68,3465,"Bryan, TX",, ,184.1,3.2,,155874,4438.8,,57.1,401.6,2001
241.3,,626.7,,3601.1,30,2182,"Buffalo, NY",,,341.7,6.2,,1172265,3150.4,,173.2,450.8,2001
110.3,,586.7,,3847.8,20.3,2954.1,"Burlington, VT",,,151.6,3.1,,162250,3692.4,,21.6,155.3,2001
220.7,,891.6,,4450.7,30,3012.7,"Casper, WY",,,249.2,4.5,,66619,4153.5,,42,297.2,2001
148.3,,870,,4586,31.3,3256,"Cedar Rapids, IA",,,224,1.6,,191495,4350,,54.8,236,2001
328.3,,433.2,,3116.6,33.3,2121.1,"Charlottesville, VA",,,135.2,3.7,,162038,2689.5,,61.7,427.1,2001
599.6,,1152.6,,6372.9,28.4,3769.7,"Chattanooga, TN",,,629.1,7.9,,471279,5551.5,,185.5,821.4,2001
91.8,,494.4,,3788.9,52.6,2999.5,"Cheyenne, WY",,,123.6,1.2,,81713,3617.5,,25.7,171.3,2001
195.7,,859.6,,3655.5,39.1,2009.7,"Chico, CA",, ,482.2,5.3,,206947,3351.6,,63.8,303.9,2001
210,,796.6,,4604.5,42.5,3000.8,"Cincinnati, OH",,,364.1,4.5,,1651069,4161.4,,186.1,443,2001
281.4,,719.5,,4369.9,56.9,2907,"Colorado Springs, CO",,,303.6,3.6,,530924,3930.1,,97.9,439.8,2001
272.9,,500.4,,4024.5,17.6,2915.9,"Columbia, MO",,,192.2,2.9,,136289,3608.5,,122.5,416,2001
385.9,,840.2,,4725.5,36.9,2877.7,"Columbia, SC",,,432.4,5.9,,425757,4150.3,,146.6,575.2,2001
250.5,,846.1,,5129.2,10,3470.9,"Columbus, GA",,,372.2,4.6,,280241,4689.2,,174.8,440,2001
186,,1388.9,,6346.3,53.5,3842.9,"Columbus, OH",,,608.9,6.2,,1542925,5840.7,,260,505.7,2001
484,,1282.9,,6950.2,68.8,4512.3,"Corpus Christi, TX",,,433.2,5.1,,389425,6228.4,,163.8,721.8,2001
132.4,,597.5,,3958.2,13.9,2992.6,"Corvallis, OR",,,181.5,1.3,,79329,3771.6,,39.1,186.6,2001
303.8,,512.5,,3023.5,25.2,2003.4,"Cumberland, MD",,,145.6,2.9,,103025,2661.5,,30.1,362,2001
368.7,,1089.9,,5825.4,36.3,3257.5,"Dallas, TX",,,780.8,8.7,,3599037,5128.1,,283.6,697.3,2001
64.2,,285.8,,1665.9,10.2,1126.6,"Danbury, CT",, ,145.6,-,,185429,1558,,33.4,107.9,2001
497.9,,1029.7,,4512.3,42.3,2477.5,"Daytona Beach, FL",,,334.6,4.2,,505954,3841.9,,126.1,670.4,2001
138.7,,984.1,,4893.2,46.2,2984.6,"Dayton, OH",, ,564.1,4.8,,952267,4532.8,,170.6,360.4,2001
230.7,,696.7,,4692.5,45.6,2860.2,"Denver, CO",,,740.8,4.4,,2166390,4297.7,,114,394.8,2001
138.5,,526.9,,4556.6,27.4,3455.5,"Des Moines, IA",,,323.1,2.9,,455534,4305.5,,82.3,251.1,2001
477.3,,730.4,,4590,42.9,2222.1,"Detroit, MI",,,893.9,10.8,,4464958,3846.5,,212.5,743.5,2001
144.5,,681.1,,3645.3,39.7,2542.4,"Dothan, AL",,,155.3,4.3,,138452,3378.8,,78,266.5,2001
512.7,,601.3,,3940.1,62.9,2506.8,"Dover, DE",,,175.6,1.6,,128729,3283.6,,79.2,656.4,2001
,,730,,,15.7,1136.5,"Dubuque, IA",,,105.6,1.1,,89047,1972,,12.4,,2001
133.6,,672.8,,4166.4,54.8,2992.2,"Duluth, MN",, ,272.5,2,,246277,3937.4,,38.6,229,2001
151.1,,304.3,,2258.2,13.9,1617.2,"Dutchess County, NY",,,107.6,2.5,,280666,2029.1,,61.6,229.1,2001
97.1,,479.9,,3208.3,16.1,2461.3,"Eau Claire, WI",,,137.9,2.7,,149394,3079.1,,13.4,129.2,2001
156.1,,1005.3,,4755.7,29.4,3053.5,"Elkhart, IN",, ,357.4,8.7,,183821,4416.3,,145.2,339.5,2001
544.1,,432.1,,4852.3,34.2,3428.3,"El Paso, TX",,,293.4,3.5,,695045,4153.7,,116.8,698.7,2001
301.9,,1150.6,,5459.6,53.5,3682.9,"Enid, OK",,,210.5,1.7,,57971,5043.9,,58.7,415.7,2001
119.2,,503.9,,2914.8,35.9,2025,"Erie, PA",,,134.9,3.2,,280982,2663.9,,92.5,250.9,2001
182.4,,837.1,,5262.7,32.9,3705.7,"Eugene, OR",, ,414.9,1.2,,327817,4957.6,,88.5,305,2001
71.5,,348.3,,3039.9,49.6,2370.4,"Fargo, ND",,,187.4,0.6,,173428,2906.1,,12.1,133.8,2001
237.2,,1656.2,,5983.7,32.1,3435.4,"Fayetteville, NC",, ,396.3,12,,308118,5487.8,,214.5,495.9,2001
180,,444,,3005.5,27.1,2167.6,"Fayetteville, AR",, ,164.1,1.3,,313296,2775.6,,21.4,229.8,2001
279.1,,645.6,,3112,30.8,1865.5,"Fitchburg, MA",, ,237.8,1.4,,142962,2749,,51.8,363,2001
400.1,,761.4,,5693,50.6,4159.8,"Flagstaff, AZ",, ,262.5,4.7,,126471,5183.8,,53.8,509.2,2001
471,,1203.6,,5565.9,58.4,2909.6,"Flint, MI",,,748.1,11.6,,438439,4861.3,,163.5,704.5,2001
125.4,,611.1,,2953.9,15.3,2058.5,"Florence, AL",,,96.9,3.5,,143504,2766.5,,43.2,187.5,2001
715.3,,1180.1,,6679.5,60.5,4170.9,"Florence, SC",,,382.4,7.1,,127360,5733.4,,163.3,946.1,2001
146.7,,495.5,,3318.6,52.3,2456,"Fort Collins, CO",,,150.2,0.8,,258303,3101.8,,17,216.8,2001
378.1,,800,,4659.3,29.1,2703.8,"Fort Lauderdale, FL",, ,550.4,5.4,,1665074,4054.3,,192.4,605,2001
439.1,,1017,,4797.8,30.1,2595.6,"Fort Myers, FL",,,534.6,4.4,,452312,4147.1,,177.1,650.7,2001
436.1,,917.9,,4158.9,33.3,2393,"Fort Pierce, FL",, ,221.8,7.9,,327703,3532.8,,148.9,626.2,2001
447.8,,952.2,,5230.3,42.2,3403.1,"Fort Smith, AR",, ,305.9,5.8,,208573,4661.2,,73.4,569.1,2001
263, ,550,,3322.7,32,2258.8,"Fort Walton Beach, FL",, ,145.2,2.9,,174916,2954,,70.9,368.7,2001
113.5,,634.7,,3844.4,25.1,2602.3,"Fort Wayne, IN",,,324,5,,504971,3561,,139.8,283.4,2001
275.9,,983.4,,5517.4,41.1,3562.6,"Fort Worth, TX",,,508.4,6,,1741264,5054.4,,140.1,463,2001
508.3,,1019.2,,5971.6,37.5,3131,"Fresno, CA",,,1071.3,8,,939660,5221.6,,196.3,750.1,2001
590.8,,1305,,6092,69.3,3459.7,"Gainesville, FL",,,461.1,3.6,,223603,5225.8,,202.6,866.3,2001
315.8,,683.7,,4412.7,31.2,2599.2,"Gary, IN",, ,591.4,18.7,,634919,3874.4,,172.6,538.3,2001
207.9,,423.8,,2236.4,17.7,1508.4,"Glens Falls, NY",,,62.6,1.6,,124573,1994.8,,14.4,241.6,2001
88.6,,518.5,,3511.8,42.3,2578.9,"Grand Forks, ND",,,267,3.1,,97017,3364.4,,13.4,147.4,2001
177.5, ,697.6,,4587.8,21.8,3415.3,"Grand Junction, CO",,,245.4,0.8,,119403,4358.3,,29.3,229.5,2001
292.6,,715.4,,3812.6,50.5,2459.9,"Grand Rapids, MI",,,211.7,2.1,,1094251,3386.9,,80.4,425.7,2001
320.3,,517.7,,5516.7,17.4,4395.7,"Great Falls, MT",,  ,221,2.5,,80556,5134.3,,42.2,382.3,2001
246.5,,692.5,,4169.3,56,2831.5,"Greeley, CO",,,291.1,5.4,,185835,3815.2,,46.3,354.1,2001
99.4,,477.2,,2895.9,24.5,2128.3,"Green Bay, WI",,,145.8,1.3,,228394,2751.4,,19.3,144.5,2001
284,,1184.7,,5306.2,26.1,3310.2,"Greensboro, NC",,,309.7,5.3,,1272803,4804.6,,186.2,501.6,2001
432.1,,1691,,7152.7,25,4518.1,"Greenville, NC",,,307.9,5.1,,136075,6517,,173.4,635.7,2001
290.6,,533.3,,2724.8,20.9,1610.4,"Hagerstown, MD",,,200.2,3,,133882,2343.9,,66.5,380.9,2001
216.9,,883,,4944.4,49.2,3390.5,"Hamilton, OH",, ,297.5,2.7,,333405,4571,,104.7,373.4,2001
173.4,,423.5,,2702.8,33.7,1840.4,"Harrisburg, PA",,,119.7,3.2,,629714,2383.6,,108.9,319.2,2001
161.3,,551.1,,3535.2,20.8,2225.7,"Hartford, CT",,,415.8,4,,982108,3192.6,,156.5,342.5,2001
75.8,,943,,4005.4,39.2,2620.3,"Hattiesburg, MS",, ,246.9,7.1,,112199,3810.2,,73.1,195.2,2001
171.1,,959.8,,3888.2,15.5,2445.1,"Hickory, NC",,,223.8,5.5,,347668,3628.7,,67.3,259.4,2001
128.8,,828.8,,5469.9,33.1,3732.1,"Honolulu, HI",,,632,2.3,,885605,5192.9,,112.8,277,2001
450.3,,929.9,,4673.7,25.2,2970.3,"Houma, LA",, ,206.9,5.1,,194323,4107.1,,85.9,566.6,2001
437.2,,1000.8,,5297.8,38,2775.5,"Houston, TX",,,752.7,8.3,,4272445,4529,,285.4,768.8,2001
231.6,,778.3,,4515.5,39,3045.1,"Huntsville, AL",,,296.8,5.2,,343705,4120.1,,119.6,395.4,2001
297.6,,472.6,,2912,37.9,1942.5,"Iowa City, IA",,,107.3,1.8,,110887,2522.4,,52.3,389.6,2001
398.7,,758.5,,4446.9,69.7,2816.2,"Jackson, MI",,,317.1,2.5,,159257,3891.8,,84.1,555.1,2001
219.5,,1491.6,,6099.2,65.9,3244.5,"Jackson, MS",,,802,14.5,,442875,5538.1,,261.2,561.1,2001
672.9,,1104.9,,5583.6,39.7,3209.5,"Jackson, TN",,,364.6,13.8,,108335,4679,,178.2,904.6,2001
604.3,,1112.9,,5853.6,35.4,3345.9,"Jacksonville, FL",,,527.5,8.4,,1129007,4986.3,,219,867.2,2001
152.5,,693,,4047.1,22.2,2937.6,"Janesville, WI",, ,187.8,1.3,,153393,3818.3,,52.8,228.8,2001
340.9,,723.6,,4005.6,18.9,1848.6,"Jersey City, NJ",,,762.3,5.5,,614047,3334.4,,305.8,671.1,2001
322.1,,642.1,,3597.3,28.5,2367.1,"Johnson City, TN",,,195.5,3.1,,484972,3204.7,,39,392.6,2001
171.4,,361.8,,1892.3,18.5,1166.6,"Johnstown, PA",,,128,1.7,,232737,1656.4,,44.3,235.9,2001
380.9,,952.7,,5070.4,36.6,3272.4,"Joplin, MO",,,367.7,3.8,,158292,4592.8,,56.2,477.6,2001
444.6,,1074.2,,5468.1,78,3414.3,"Kalamazoo, MI",,,343.6,3.7,,455237,4832,,109.8,636.2,2001
348.5,,413.6,,3276.6,40.5,2227.8,"Kenosha, WI",,,195.2,2.7,,150643,2836.5,,48.5,440.1,2001
247.5,,824.2,,4005.9,31.6,2642.1,"Killeen, TX",, ,176.8,3.4,,320054,3643.1,,80.3,362.8,2001
389.8,,778.1,,4249,41.5,2525.3,"Knoxville, TN",,,391.8,4.8,,693379,3695.2,,117.7,553.8,2001
213.5,,639.5,,3898.6,22.5,2800.8,"Kokomo, IN",,,160.6,4.9,,102113,3600.9,,56.8,297.7,2001
82.2,,271.5,,2955.1,19.6,2430.1,"La Crosse, WI",, ,129.1,1.6,,127814,2830.7,,21.1,124.4,2001
102.3, ,527.1,,3428.9,20.7,2574.9,"Lafayette, IN",,,153.9,2.7,,183851,3255.9,,47.3,173,2001
477.5,,873,,4530,36.6,2812.8,"Lafayette, LA",,,236.4,3.1,,385340,3922.3,,90.6,607.8,2001
387.1, ,1624,,5967.9,50.2,3347.3,"Lake Charles, LA",,,411.6,4.9,,183431,5383,,142.8,585,2001
387.1,,1279.5,,5394.4,56.8,3103.2,"Lakeland, FL",,,421,3.6,,496463,4803.6,,143.2,590.8,2001
108.9, ,418.4,,2612.3,19.7,1755.8,"Lancaster, PA",,,202.6,2.8,,470892,2376.8,,104.1,235.5,2001
328.4,,623.2,,4065.9,75.1,2727.3,"Lansing, MI",,,232.8,3.3,,450087,3583.3,,75.8,482.6,2001
463.8,,983.3,,6876,20.8,4764.1,"Laredo, TX",, ,536.2,6.1,,197499,6283.6,,101.8,592.4,2001
301, ,945.1,,4474.9,37.8,2095.8,"Las Vegas, NV",,,817.2,10.5,,1644604,3858.1,,267.4,616.8,2001
213.3, ,502.3,,2541.4,34.3,1125.1,"Lawrence, MA",,,609.8,1,,399977,2237.1,,55.8,304.3,2001
371,,1136.6,,4857.1,42.9,2910.2,"Lawton, OK",,,258.1,5.2,,114286,4305,,133,552.1,2001
69,,715.3,,3632.8,49.3,2556.9,"Lewiston, ME",,,199,2,,101492,3471.2,,41.4,161.6,2001
201.5,,881.2,,4253.9,59.9,2846.9,"Lima, OH",,,162.2,3.9,,155363,3890.2,,98.5,363.7,2001
426.2,,857.2,,6442.3,35.5,4818.8,"Lincoln, NE",,,239.8,2.4,,250579,5915.9,,62.3,526.4,2001
261.8, ,1155.9,,5432.3,69.8,3418.4,"Longview, TX",,,412.1,5.2,,213518,4986.5,,109.1,445.9,2001
574.8,,634.5,,4033.2,28.8,1771.7,"Los Angeles, CA",,,700.4,11.1,,9696252,3106.6,,312,926.6,2001
216.7,,879,,4533.5,23.7,2784.4,"Louisville, KY",, ,464.8,5,,1031571,4128.3,,159.9,405.2,2001
274.3,,350.8,,2422.5,19.5,1335.1,"Lowell, MA",, ,392.7,1.3,,303276,2078.6,,48.8,343.9,2001
871.3,,1305.7,,6365.5,50.8,3686.7,"Lubbock, TX",, ,314.3,4,,248134,5306.8,,132.6,1058.7,2001
155.3,,416.5,,2451.1,29.3,1611.2,"Lynchburg, VA",,,186.5,2.7,,218227,2214.2,,49.5,236.9,2001
274.9,,1355.3,,6320.7,28.2,3906.4,"Macon, GA",,,600.6,8.5,,330329,5862.3,,146.8,458.3,2001
126.2,,510.5,,3443.9,26.5,2458.5,"Madison, WI",,,238.8,1.4,,429566,3207.9,,81.9,236.1,2001
66.8,,404.2,,2433,36.6,1654.3,"Manchester, NH",,,205.3,0.5,,202134,2263.8,,65.3,169.2,2001
43.1,,955,,4169,35.8,2883,"Mansfield, OH",,,169.2,1.7,,176134,4007.2,,81.2,161.8,2001
433.6,,1248,,5850.6,20.4,3666.5,"McAllen, TX",, ,389.6,6.5,,582386,5304,,86,546.5,2001
152.2,,558.2,,4082.7,24.5,3120.7,"Medford, OR",, ,197.3,1.1,,183996,3876.2,,28.8,206.5,2001
589.5, ,872.5,,4946.7,42.4,3013.9,"Melbourne, FL",,,290.4,3.1,,488570,4176.9,,134.9,769.8,2001
622.2, ,1740.1,,7416.4,53.4,3587.2,"Memphis, TN",,,984.7,15.3,,1145198,6312,,413.6,1104.4,2001
501.7,,961.5,,4401.1,31.2,2356.1,"Merced, CA",,,466.3,2.3,,214467,3783.8,,82.1,617.3,2001
743.2,,1160.5,,7598.2,36.5,4257.6,"Miami, FL",,,1028.8,8.4,,2311752,6446.9,,363.2,1151.3,2001
112,,383,,2212.6,8.3,1421.3,"Middlesex, NJ",,,225.7,1.2,,1179383,2030,,61,182.6,2001
171.5,,634.1,,4626.7,26.3,2963.7,"Milwaukee, WI",, ,606.3,8.9,,1511438,4204.1,,216,422.6,2001
168.8,,539.7,,4093.6,46.2,2834.9,"Minneapolis, MN",, ,387,2.6,,3000316,3761.6,,114.4,332,2001
268.1,,1520.4,,6276.9,30.6,3789,"Mobile, AL",,,431.6,11.6,,542355,5741.1,,225.5,535.8,2001
452.2,,941.8,,5484.9,47.2,3186.7,"Modesto, CA",,,708.1,7.5,,455304,4836.5,,141.4,648.4,2001
125.4,,415.4,,2447.7,11.6,1713.1,"Monmouth, NJ",,,120.2,1.1,,1135597,2248.7,,60.8,199,2001
696,,1374.9,,7013.4,48.9,4430.7,"Monroe, LA",,,320.8,6.8,,147133,6126.4,,135.3,887,2001
303.6,,1296.6,,6219.9,40.1,3916,"Montgomery, AL",,,425.9,10.5,,334347,5638.5,,227.3,581.4,2001
180,,599.5,,3338.1,36.8,2266.4,"Muncie, IN",,,182.5,0.8,,119438,3048.4,,72,289.7,2001
393.2,,886,,3947.4,31.8,2316.5,"Naples, FL",,,213.7,3.9,,257891,3416.2,,102.4,531.2,2001
681.5,,957.8,,5984.3,49.7,3508,"Nashville, TN",,,547.6,6.6,,1242290,5013.4,,233.1,970.9,2001
247.4,,592.7,,3682.7,16.1,1734.9,"Newark, NJ",, ,814.4,7.4,,2049921,3141.9,,269.9,540.8,2001
